# gene	views	view_delta	view_rank	view_rank_delta
HDAC5	1	0	6189	-1352
RNASET2	1	-3	6190	2653
DCHS1	1	1	6191	-4192
NDST3	1	1	6192	-4193
AKT3	1	-1	6193	620
H2AC20	1	0	6194	-1352
LAMTOR3	1	1	6195	-4193
GCN1	1	0	6196	-1351
TAOK2	1	0	6197	-1351
SLIT2	1	0	6198	-1351
SLC22A8	1	-4	6199	3216
SULT1E1	1	0	6200	-1352
PXDN	1	-6	6201	3927
GAPVD1	1	1	6202	-4190
ALMS1	1	1	6203	-4190
H2AC14	1	1	6204	-4190
GEMIN2	1	1	6205	-4191
BSND	1	-2	6206	1845
LPAR3	1	1	6207	-4191
TDRKH	1	1	6208	-4191
RAB35	1	1	6209	-4191
STK3	1	-2	6210	1848
STK4	1	0	6211	-1343
TCF20	1	1	6212	-4197
PTP4A1	1	0	6213	-1344
TTF2	1	-5	6214	3610
CHTOP	1	0	6215	-1343
TACC1	1	-1	6216	629
TMED1	1	1	6217	-4200
ELOA	1	-2	6218	1847
TAC3	1	-4	6219	3233
WIPI2	1	-4	6220	3233
LILRB3	1	-5	6221	3616
SLC27A3	1	1	6222	-4197
ZBTB33	1	0	6223	-1340
EVI5	1	0	6224	-1342
SEMA7A	1	-3	6225	2677
LIAS	1	1	6226	-4200
LDLRAP1	1	-2	6227	1853
NUDCD3	1	-4	6228	3237
ELOVL4	1	1	6229	-4208
MAP4K3	1	-8	6230	4384
BTG2	1	-6	6231	3954
STXBP3	1	-2	6232	1857
LILRA2	1	1	6233	-4206
TLK2	1	0	6234	-1337
H2AC16	1	1	6235	-4205
ARFIP2	1	1	6236	-4206
NABP1	1	1	6237	-4206
YTHDC2	1	-1	6238	639
TRIM29	1	1	6239	-4205
ZKSCAN5	1	1	6240	-4205
NUDT5	1	0	6241	-1333
INPP4B	1	0	6242	-1335
B3GAT3	1	-1	6243	641
PLEKHG2	1	0	6244	-1337
DCLRE1B	1	-1	6245	641
OR1F2P	1	1	6246	-4209
GMEB2	1	1	6247	-4209
DGCR5	1	1	6248	-4210
PCDHB5	1	1	6249	-4211
NUDT4	1	-2	6250	1870
SOX21	1	-6	6251	3973
IL18R1	1	0	6252	-1338
PLD3	1	-1	6253	646
SSBP3	1	0	6254	-1337
CES2	1	-5	6255	3645
NUDT3	1	0	6256	-1337
SAP30	1	0	6257	-1337
KPNA6	1	0	6258	-1337
ST5	1	-3	6259	2706
SSR4	1	-2	6260	1879
RAB38	1	0	6261	-1336
PRB4	1	1	6262	-4208
PPP3R1	1	-6	6263	3983
YWHAE	1	0	6264	-1339
SNX10	1	1	6265	-4206
PRKAB2	1	-4	6266	3272
PPP6C	1	-4	6267	3272
SAC3D1	1	1	6268	-4208
ZIC3	1	0	6269	-1341
PRELP	1	-4	6270	3274
PRB1	1	-1	6271	658
YWHAH	1	-2	6272	1885
GPSM2	1	0	6273	-1341
NRG3	1	-3	6274	2718
EEF2K	1	-3	6275	2718
SNX15	1	1	6276	-4206
WNT11	1	-2	6277	1889
FUT9	1	1	6278	-4205
PPP3R2	1	0	6279	-1339
ZNF10	1	0	6280	-1339
PRKAA2	1	-3	6281	2721
YWHAB	1	-2	6282	1889
CNBP	1	-6	6283	3999
ADAM23	1	-1	6284	663
AIMP2	1	0	6285	-1339
TSPAN2	1	-1	6286	660
LST1	1	-1	6287	658
TSPAN12	1	1	6288	-4212
ERLIN2	1	1	6289	-4215
OR2W1	1	0	6290	-1338
TSPAN3	1	0	6291	-1338
PSCA	1	-3	6292	2729
CASP14	1	-2	6293	1894
SEM1	1	0	6294	-1340
STAM	1	-1	6295	662
NUFIP1	1	0	6296	-1340
TRG	1	-6	6297	4011
CRADD	1	0	6298	-1342
FBXO6	1	1	6299	-4223
NISCH	1	-3	6300	2735
KANSL2	1	1	6301	-4222
NSD3	1	-5	6302	3685
BAZ2A	1	1	6303	-4228
SEC23IP	1	1	6304	-4230
NDRG4	1	-2	6305	1902
LZTS1	1	0	6306	-1347
MKS1	1	0	6307	-1352
CYP2W1	1	0	6308	-1352
SUPT16H	1	-1	6309	664
VPS33B	1	1	6310	-4232
MRPL11	1	1	6311	-4232
MRPL32	1	1	6312	-4233
SARS2	1	-2	6313	1908
PTENP1	1	0	6314	-1352
CMTM6	1	1	6315	-4235
IL1RAPL2	1	0	6316	-1351
REEP1	1	1	6317	-4236
YTHDF1	1	-2	6318	1912
OXR1	1	-2	6319	1912
WDR6	1	-1	6320	670
MRPS6	1	1	6321	-4236
ACOT9	1	1	6322	-4238
SIGLEC5	1	0	6323	-1351
SRPK2	1	1	6324	-4239
SRP9	1	0	6325	-1351
TOB1	1	1	6326	-4240
MICAL1	1	1	6327	-4242
IL18RAP	1	-1	6328	675
SSRP1	1	-1	6329	675
PEX11A	1	1	6330	-4244
SRPK1	1	0	6331	-1348
TRIM24	1	0	6332	-1349
SSR1	1	0	6333	-1350
YAF2	1	0	6334	-1350
RO60	1	-2	6335	1923
SCEL	1	-2	6336	1923
LEMD3	1	-1	6337	676
SS18	1	-1	6338	675
EFCAB6	1	0	6339	-1352
MEAF6	1	0	6340	-1353
IL1RL2	1	-1	6341	677
CCNDBP1	1	0	6342	-1353
STAR	1	-4	6343	3336
ABCC5	1	-1	6344	679
ABCB6	1	-2	6345	1930
TAF5	1	1	6346	-4245
TCEA1	1	-1	6347	681
RCAN3	1	-1	6348	679
PTPN21	1	1	6349	-4245
PRSS23	1	1	6350	-4246
SLC17A3	1	-5	6351	3729
RAD54B	1	0	6352	-1349
AP1M2	1	-2	6353	1937
PRPF6	1	0	6354	-1348
FRAT1	1	1	6355	-4250
TCF19	1	0	6356	-1348
UBA2	1	-7	6357	4322
TCEA2	1	1	6358	-4250
TARBP1	1	0	6359	-1349
ELOB	1	0	6360	-1350
TBX3	1	-11	6361	4927
VPS72	1	0	6362	-1350
HNRNPUL1	1	0	6363	-1352
PANX1	1	-5	6364	3740
ZDHHC4	1	1	6365	-4252
SOBP	1	0	6366	-1352
FAM120C	1	1	6367	-4251
VAMP7	1	-1	6368	682
VAMP2	1	-7	6369	4332
SURF4	1	0	6370	-1350
CDCA8	1	0	6371	-1352
SYN2	1	1	6372	-4255
THG1L	1	1	6373	-4256
SLFN12	1	0	6374	-1355
SULT1C2	1	-3	6375	2793
SLC6A15	1	0	6376	-1357
VAMP1	1	-3	6377	2794
TXNL4B	1	1	6378	-4261
SDHAF2	1	-2	6379	1953
RLIM	1	1	6380	-4266
KMT5B	1	1	6381	-4267
SECISBP2	1	-1	6382	689
ZNF706	1	-2	6383	1955
CYP4F8	1	1	6384	-4265
RPL26L1	1	1	6385	-4265
VARS2	1	-1	6386	691
SELENON	1	0	6387	-1353
SPDEF	1	-4	6388	3372
B4GALT7	1	1	6389	-4263
LACTB2	1	0	6390	-1352
COQ4	1	0	6391	-1354
MTO1	1	1	6392	-4268
TAFA5	1	-2	6393	1963
INSIG2	1	-4	6394	3377
IER3IP1	1	1	6395	-4268
KCTD15	1	1	6396	-4268
STX17	1	0	6397	-1352
UBE2Z	1	1	6398	-4270
WNK2	1	1	6399	-4270
C1QL1	1	1	6400	-4272
ZNF770	1	1	6401	-4273
MTARC2	1	1	6402	-4274
USP19	1	-2	6403	1970
MTHFD2	1	-2	6404	1970
LILRB1	1	-11	6405	4970
PPP2R3C	1	0	6406	-1354
MRPS30	1	1	6407	-4273
ADAM28	1	-1	6408	702
DPYSL5	1	1	6409	-4279
CYP46A1	1	1	6410	-4280
FRS2	1	-3	6411	2816
ZNF268	1	1	6412	-4283
CD300C	1	1	6413	-4286
WRNIP1	1	1	6414	-4286
ANKS1B	1	1	6415	-4287
PAK1IP1	1	1	6416	-4287
CA10	1	-1	6417	706
NOXA1	1	-4	6418	3394
WDR47	1	1	6419	-4286
SDF4	1	0	6420	-1351
TRAPPC6A	1	1	6421	-4287
MMRN1	1	-1	6422	706
DSCC1	1	1	6423	-4289
MOB4	1	1	6424	-4289
WDR77	1	-1	6425	708
POU2F3	1	1	6426	-4292
SPEF1	1	1	6427	-4296
MXRA5	1	0	6428	-1355
ING4	1	-1	6429	707
ZBTB1	1	0	6430	-1355
ARMCX1	1	-1	6431	706
GPR83	1	1	6432	-4303
AKR1B10	1	-1	6433	707
SLC17A6	1	-5	6434	3805
DTWD1	1	1	6435	-4303
CRELD1	1	0	6436	-1356
GADD45G	1	-2	6437	1997
CYP4F12	1	1	6438	-4306
LHX9	1	-1	6439	710
FUNDC2	1	1	6440	-4306
TWSG1	1	-1	6441	710
PNPLA6	1	-3	6442	2841
OTUD7B	1	0	6443	-1354
BLCAP	1	1	6444	-4307
MEPE	1	-1	6445	711
CCNL1	1	-1	6446	711
MIS12	1	0	6447	-1356
PCDH12	1	1	6448	-4305
CD320	1	-1	6449	712
CYREN	1	1	6450	-4305
KIF15	1	0	6451	-1355
HMCES	1	-1	6452	713
PRDM9	1	-5	6453	3823
CPSF4	1	1	6454	-4304
CHID1	1	-3	6455	2853
COQ9	1	0	6456	-1353
MORC1	1	1	6457	-4305
MINK1	1	1	6458	-4305
INVS	1	-1	6459	716
UNC13A	1	-4	6460	3430
ZNF692	1	1	6461	-4312
DLEU2	1	1	6462	-4312
NALF2	1	1	6463	-4312
STK19	1	-1	6464	717
ZNF334	1	0	6465	-1352
CNOT1	1	1	6466	-4311
STOML2	1	1	6467	-4313
KLK12	1	-1	6468	716
RRM2B	1	-2	6469	2020
DMAC2L	1	0	6470	-1352
FUBP1	1	0	6471	-1352
AKAP4	1	0	6472	-1353
FCGBP	1	1	6473	-4311
LDB1	1	0	6474	-1355
G0S2	1	-2	6475	2025
NAE1	1	-5	6476	3845
RUFY2	1	0	6477	-1354
CCN4	1	-1	6478	724
LIMS2	1	-1	6479	723
CCN5	1	-3	6480	2871
PIK3R4	1	0	6481	-1355
TMEM127	1	-1	6482	724
CRLF3	1	1	6483	-4316
CDC14B	1	1	6484	-4316
MRPL4	1	1	6485	-4316
ACTL6B	1	-4	6486	3454
YBX2	1	1	6487	-4316
CAMK1G	1	1	6488	-4316
POLR1D	1	0	6489	-1349
PIAS1	1	-3	6490	2878
APIP	1	-4	6491	3458
JPH2	1	0	6492	-1347
AP3B1	1	-1	6493	730
ZMYND10	1	1	6494	-4319
PHTF2	1	1	6495	-4319
CHMP1B	1	0	6496	-1347
TRAPPC4	1	1	6497	-4321
SEPSECS	1	-3	6498	2885
CD177	1	-9	6499	4797
NXPH3	1	1	6500	-4320
SIDT2	1	-2	6501	2042
CRYL1	1	1	6502	-4320
NDUFA13	1	-2	6503	2041
KLF12	1	-2	6504	2041
NIP7	1	0	6505	-1346
CDK10	1	-2	6506	2042
DENR	1	1	6507	-4321
DCTN3	1	1	6508	-4321
DSE	1	-1	6509	735
OLFML2B	1	0	6510	-1347
RTTN	1	0	6511	-1347
SERTAD1	1	0	6512	-1348
ZNF521	1	1	6513	-4321
CCT5	1	-3	6514	2899
MYRIP	1	1	6515	-4324
DIP2C	1	1	6516	-4324
STK38L	1	1	6517	-4324
FBXL15	1	1	6518	-4324
CRELD2	1	1	6519	-4326
IFFO1	1	0	6520	-1342
SOSTDC1	1	-2	6521	2053
NSL1	1	1	6522	-4324
RAB3GAP1	1	-5	6523	3888
AHCTF1	1	-1	6524	748
CEP55	1	-2	6525	2055
ABI3BP	1	1	6526	-4328
MBOAT7	1	-1	6527	745
ALG6	1	1	6528	-4329
RAB18	1	1	6529	-4329
SNW1	1	0	6530	-1341
FA2H	1	1	6531	-4330
SHANK2	1	-5	6532	3894
DAAM1	1	0	6533	-1343
ACIN1	1	1	6534	-4331
RCBTB1	1	1	6535	-4333
UBQLN1	1	-1	6536	750
SPANXA1	1	1	6537	-4336
TMEM33	1	-2	6538	2061
PRMT6	1	-1	6539	750
EHD3	1	0	6540	-1349
ERO1A	1	1	6541	-4336
PNMA8A	1	1	6542	-4336
EFEMP2	1	-1	6543	752
APPL2	1	-1	6544	752
A1CF	1	-1	6545	752
SLC39A2	1	1	6546	-4335
KCNIP2	1	0	6547	-1346
VPS13D	1	1	6548	-4337
EHD4	1	1	6549	-4344
SELENBP1	1	-3	6550	2929
NLGN4X	1	-7	6551	4505
PDAP1	1	0	6552	-1348
COG2	1	-1	6553	756
ZNF83	1	0	6554	-1347
TFEC	1	-2	6555	2073
HDAC7	1	1	6556	-4344
RAB29	1	1	6557	-4344
CWC15	1	0	6558	-1347
JKAMP	1	0	6559	-1347
SERINC1	1	0	6560	-1347
HECW2	1	-2	6561	2078
COPE	1	1	6562	-4343
SRGAP1	1	1	6563	-4345
GABARAP	1	-18	6564	5623
RRAS2	1	1	6565	-4347
CDK5R2	1	1	6566	-4348
H2AC11	1	0	6567	-1343
KIDINS220	1	1	6568	-4348
USP13	1	-1	6569	765
CASC3	1	-1	6570	765
NCKIPSD	1	0	6571	-1348
PIAS4	1	0	6572	-1348
GSKIP	1	1	6573	-4348
DTL	1	0	6574	-1347
ZC3HC1	1	1	6575	-4347
EXOC1	1	0	6576	-1347
TUSC2	1	-2	6577	2090
IFITM1	1	-7	6578	4531
PADI2	1	0	6579	-1348
SPTBN5	1	0	6580	-1349
RASSF8	1	1	6581	-4357
CA5B	1	0	6582	-1350
PPFIA4	1	0	6583	-1350
POLG2	1	-5	6584	3943
PLPBP	1	0	6585	-1350
WDPCP	1	1	6586	-4358
GCM1	1	0	6587	-1351
GLOD4	1	1	6588	-4362
NME8	1	1	6589	-4364
VPS36	1	0	6590	-1351
TXNDC12	1	1	6591	-4364
PLAC8	1	-1	6592	777
ATL1	1	1	6593	-4365
CASS4	1	1	6594	-4366
WAC	1	-4	6595	3552
PAM16	1	-5	6596	3953
ZHX1	1	0	6597	-1347
RPL35	1	0	6598	-1347
PPFIA1	1	1	6599	-4366
DUSP10	1	1	6600	-4368
FAM135B	1	0	6601	-1349
PLXDC1	1	1	6602	-4370
AGTRAP	1	0	6603	-1348
TUBG2	1	1	6604	-4372
EDEM2	1	1	6605	-4372
KLHL20	1	1	6606	-4372
NAAA	1	-3	6607	2977
IL36B	1	0	6608	-1347
CHFR	1	1	6609	-4372
ARFGAP1	1	0	6610	-1347
COQ2	1	-2	6611	2117
ATF7IP	1	-2	6612	2115
RNF115	1	-2	6613	2114
PCDH17	1	1	6614	-4377
SIGLEC8	1	-12	6615	5290
EIF2B2	1	1	6616	-4376
DOK4	1	-1	6617	791
MTMR3	1	-1	6618	791
TAX1BP1	1	1	6619	-4379
CACNA1I	1	-1	6620	789
CPNE1	1	-6	6621	4319
FILIP1	1	1	6622	-4385
CACNA1H	1	-3	6623	2989
HHAT	1	-3	6624	2989
PRPF4B	1	0	6625	-1341
NTNG1	1	1	6626	-4393
SEC31A	1	-1	6627	789
BIRC6	1	1	6628	-4393
DDX56	1	0	6629	-1344
SLC38A2	1	-1	6630	788
ERRFI1	1	-1	6631	787
DLL1	1	-3	6632	2995
GNG2	1	-1	6633	788
HES2	1	-2	6634	2129
GATAD2B	1	1	6635	-4404
GPR85	1	-2	6636	2126
EQTN	1	0	6637	-1346
PPP4R3B	1	0	6638	-1346
TAF9B	1	1	6639	-4407
GDAP1	1	0	6640	-1349
GNB1L	1	1	6641	-4406
DPM3	1	0	6642	-1348
CYTL1	1	0	6643	-1348
CEMIP	1	-2	6644	2131
AS3MT	1	-4	6645	3596
FBXW5	1	1	6646	-4407
MIF4GD	1	1	6647	-4407
ZNF853	1	1	6648	-4407
GBGT1	1	1	6649	-4407
PNKD	1	-5	6650	4003
FBLIM1	1	1	6651	-4409
SLC6A20	1	-2	6652	2137
DNAH1	1	1	6653	-4410
S100A14	1	1	6654	-4419
BTG4	1	1	6655	-4420
RNF216	1	-2	6656	2138
MCTS1	1	1	6657	-4420
KANK2	1	-1	6658	796
ARMCX6	1	-1	6659	795
MAGEH1	1	1	6660	-4423
MRPS18B	1	-1	6661	794
SH2B1	1	-1	6662	794
CC2D2A	1	1	6663	-4425
NCEH1	1	-3	6664	3023
AZIN1	1	-1	6665	794
DIP2B	1	0	6666	-1341
OR51B4	1	1	6667	-4424
UGT1A5	1	1	6668	-4427
STAMBPL1	1	1	6669	-4428
NECAB2	1	1	6670	-4429
COPZ1	1	-1	6671	796
LSR	1	1	6672	-4429
ZXDC	1	0	6673	-1337
KLHL8	1	1	6674	-4429
SDK2	1	-2	6675	2155
NDUFB11	1	0	6676	-1339
DOLK	1	1	6677	-4436
SYT13	1	-1	6678	799
LRRC7	1	0	6679	-1341
RAB14	1	-3	6680	3037
COPG1	1	0	6681	-1346
OR52N1	1	1	6682	-4438
MED15	1	1	6683	-4439
SIPA1L2	1	1	6684	-4443
PREX1	1	0	6685	-1347
TBL1XR1	1	-1	6686	806
MYOZ2	1	0	6687	-1349
BTBD1	1	1	6688	-4447
CYFIP2	1	-2	6689	2166
INPP5K	1	0	6690	-1351
FETUB	1	-1	6691	806
CLIP4	1	1	6692	-4459
RAB8B	1	1	6693	-4459
NPTN	1	-6	6694	4386
KDM3B	1	-1	6695	806
ZNF562	1	1	6696	-4460
DCHS2	1	1	6697	-4460
SPA17	1	1	6698	-4460
TM6SF1	1	1	6699	-4460
DYM	1	-1	6700	808
KCTD9	1	1	6701	-4460
MLH3	1	-1	6702	809
PHAX	1	0	6703	-1350
FOXB1	1	0	6704	-1350
TRIT1	1	0	6705	-1350
PYROXD1	1	1	6706	-4462
TUBA8	1	1	6707	-4462
APOL6	1	0	6708	-1351
NSUN2	1	-3	6709	3061
VWA7	1	1	6710	-4466
PANK1	1	0	6711	-1353
RNF128	1	1	6712	-4474
ARMH3	1	1	6713	-4474
SHC3	1	0	6714	-1353
DPP10	1	-2	6715	2182
DBR1	1	-1	6716	821
CDKAL1	1	-2	6717	2183
MYH7B	1	1	6718	-4476
KDM7A	1	0	6719	-1354
SHROOM3	1	-3	6720	3070
ACAD10	1	-4	6721	3662
TTC21B	1	0	6722	-1354
FAM118B	1	0	6723	-1354
EFCC1	1	1	6724	-4476
SETD7	1	-1	6725	821
AKNA	1	0	6726	-1358
RNF39	1	-2	6727	2192
EEPD1	1	1	6728	-4477
HPS6	1	-2	6729	2193
CNTLN	1	0	6730	-1355
ZFYVE1	1	1	6731	-4476
SAP130	1	-1	6732	826
CPSF3	1	0	6733	-1353
NTM	1	-2	6734	2197
MSRB1	1	1	6735	-4478
STK39	1	1	6736	-4478
TMED5	1	0	6737	-1353
GINS2	1	1	6738	-4478
SHANK1	1	-1	6739	829
VPS29	1	-1	6740	829
UIMC1	1	-2	6741	2202
NHEJ1	1	0	6742	-1351
ASB1	1	-1	6743	831
TMBIM4	1	0	6744	-1350
CMPK1	1	-3	6745	3092
EXOSC1	1	1	6746	-4482
COQ6	1	-1	6747	832
TBX22	1	1	6748	-4484
TASP1	1	0	6749	-1354
MRPS33	1	1	6750	-4488
CYB5R1	1	0	6751	-1354
DNAJB11	1	1	6752	-4494
ASB2	1	0	6753	-1356
SLCO1B3	1	1	6754	-4494
CYB5R2	1	1	6755	-4494
LUC7L3	1	1	6756	-4494
SLCO4A1	1	1	6757	-4494
CEP76	1	1	6758	-4501
ADM2	1	0	6759	-1355
PKD2L2	1	0	6760	-1355
ALG9	1	1	6761	-4500
TENT5C	1	0	6762	-1354
WBP1L	1	0	6763	-1355
SNIP1	1	0	6764	-1357
PAQR6	1	-1	6765	846
ASPN	1	-9	6766	5061
QRICH1	1	0	6767	-1358
SIDT1	1	0	6768	-1358
PAQR5	1	0	6769	-1359
DAPP1	1	1	6770	-4506
RAD18	1	-2	6771	2225
OTULIN	1	1	6772	-4520
DBX1	1	-1	6773	844
LYPLAL1	1	-3	6774	3117
CELF4	1	-2	6775	2228
KCNH7	1	1	6776	-4520
AADACL3	1	-1	6777	846
LARGE2	1	1	6778	-4533
NT5C1A	1	1	6779	-4533
ERICH3	1	0	6780	-1369
NLRC3	1	-1	6781	849
ACSF3	1	-4	6782	3717
ACER3	1	0	6783	-1370
HJURP	1	-1	6784	851
DECR2	1	1	6785	-4546
SIPA1L1	1	1	6786	-4548
TMCO6	1	0	6787	-1371
TOR1AIP1	1	-1	6788	852
KCNK4	1	1	6789	-4550
TIMM10B	1	1	6790	-4550
DCAF8	1	0	6791	-1370
GIMAP5	1	1	6792	-4552
SLC22A15	1	1	6793	-4553
ZGRF1	1	-2	6794	2241
STRBP	1	1	6795	-4554
SLITRK5	1	1	6796	-4555
RDH8	1	1	6797	-4556
CHD5	1	0	6798	-1370
MCM10	1	-3	6799	3137
DNM3	1	-1	6800	860
POLDIP2	1	0	6801	-1368
ZNF331	1	0	6802	-1368
IL20	1	-6	6803	4491
OR10H3	1	1	6804	-4553
WDR33	1	0	6805	-1366
TIMM10	1	0	6806	-1366
PIDD1	1	0	6807	-1366
SYNJ2BP	1	-1	6808	862
CALY	1	-4	6809	3741
CHST11	1	0	6810	-1364
SYBU	1	1	6811	-4553
TAS2R8	1	0	6812	-1365
MIOX	1	-2	6813	2255
FLVCR2	1	0	6814	-1364
ELP4	1	-1	6815	863
DNAJA4	1	1	6816	-4554
DHRS7	1	0	6817	-1362
FERMT1	1	0	6818	-1366
PPP1R9A	1	0	6819	-1366
KIF16B	1	0	6820	-1366
CAMK2N1	1	-2	6821	2262
HPGDS	1	-3	6822	3155
BMP2K	1	0	6823	-1365
LRRC40	1	0	6824	-1366
TAS2R13	1	-1	6825	869
OR7A5	1	1	6826	-4569
KCNQ1DN	1	0	6827	-1366
PDLIM3	1	1	6828	-4574
CDV3	1	-4	6829	3757
CRCP	1	0	6830	-1366
CLEC4A	1	-1	6831	874
TAS2R10	1	0	6832	-1366
ZNF638	1	0	6833	-1367
IRGC	1	1	6834	-4574
SCGB3A1	1	1	6835	-4576
CPXM1	1	-1	6836	878
VMP1	1	0	6837	-1368
LRRC8A	1	-3	6838	3167
SUCNR1	1	0	6839	-1368
STYXL2	1	1	6840	-4575
EIF4ENIF1	1	0	6841	-1371
CHST7	1	0	6842	-1372
PRMT8	1	1	6843	-4583
OR5V1	1	0	6844	-1375
ZNF300	1	1	6845	-4583
NDUFAF2	1	1	6846	-4584
ADAMTS12	1	-2	6847	2279
KCNK13	1	-4	6848	3774
KCNK12	1	1	6849	-4583
BCCIP	1	-2	6850	2281
ISCA1	1	1	6851	-4583
OR2S2	1	1	6852	-4583
UPF2	1	-1	6853	890
HIGD1A	1	0	6854	-1372
OR5K1	1	0	6855	-1372
PRMT7	1	0	6856	-1372
HEYL	1	0	6857	-1372
RIMKLB	1	0	6858	-1373
NDUFAF4	1	-1	6859	892
MCOLN3	1	0	6860	-1374
ESYT2	1	1	6861	-4584
USP53	1	-2	6862	2285
SMOX	1	0	6863	-1377
CCHCR1	1	0	6864	-1379
HSPB8	1	-1	6865	896
CNNM3	1	1	6866	-4583
GNL3	1	1	6867	-4588
PHF10	1	-5	6868	4204
PHPT1	1	1	6869	-4589
ZYG11B	1	1	6870	-4595
CHMP4A	1	1	6871	-4596
NSMF	1	1	6872	-4601
MOXD1	1	-1	6873	901
BRIX1	1	1	6874	-4600
TMX3	1	1	6875	-4600
PCDH18	1	0	6876	-1373
RXFP3	1	1	6877	-4605
FCRL4	1	-1	6878	905
MED25	1	0	6879	-1373
BET1L	1	-1	6880	906
MYLK3	1	1	6881	-4606
RFT1	1	-2	6882	2297
PRXL2A	1	0	6883	-1371
LBH	1	-1	6884	906
DNAJC30	1	1	6885	-4605
RAB33B	1	0	6886	-1369
NIPA2	1	-1	6887	908
CABLES2	1	1	6888	-4603
PLXNA4	1	0	6889	-1368
ITM2C	1	0	6890	-1371
ZNF804A	1	-1	6891	909
UNC93B1	1	-1	6892	908
C9orf64	1	-2	6893	2303
KIF18A	1	-3	6894	3214
NEK9	1	0	6895	-1373
TCF7L1	1	1	6896	-4599
YTHDC1	1	0	6897	-1373
ANP32E	1	-1	6898	913
MYADM	1	1	6899	-4599
CCDC70	1	0	6900	-1371
LAS1L	1	-1	6901	914
SLFN11	1	-3	6902	3221
ERGIC2	1	1	6903	-4597
SNX27	1	-3	6904	3222
CLEC1A	1	0	6905	-1368
DNAH7	1	0	6906	-1369
GOLM1	1	-3	6907	3224
ING5	1	1	6908	-4602
SPTBN4	1	0	6909	-1371
PRX	1	0	6910	-1371
RNF213	1	-4	6911	3830
CCAR2	1	1	6912	-4610
ACSS3	1	-2	6913	2319
GBA2	1	-1	6914	919
ILKAP	1	0	6915	-1372
TANGO6	1	1	6916	-4611
DENND1A	1	-1	6917	917
GBA3	1	1	6918	-4617
SH3TC2	1	0	6919	-1372
CDK5RAP3	1	1	6920	-4621
ZMAT4	1	1	6921	-4621
RIOX1	1	1	6922	-4621
HERC5	1	0	6923	-1377
CFHR5	1	1	6924	-4620
PTOV1	1	-2	6925	2327
NIN	1	-4	6926	3843
EPC1	1	-2	6927	2328
NDEL1	1	-2	6928	2328
HSPA14	1	-1	6929	926
RUBCNL	1	1	6930	-4621
RSL24D1	1	-1	6931	927
HSD17B14	1	1	6932	-4621
ALPK1	1	-2	6933	2331
EDEM3	1	0	6934	-1373
MYO3A	1	-1	6935	930
TTI2	1	1	6936	-4631
MBD3	1	-1	6937	931
TEDC2	1	-1	6938	931
ZDHHC2	1	0	6939	-1371
SGPP1	1	-1	6940	928
DDX47	1	0	6941	-1371
C1orf21	1	1	6942	-4638
PREX2	1	-2	6943	2338
XYLT2	1	1	6944	-4641
PRSS22	1	1	6945	-4641
RRAGC	1	1	6946	-4641
PWAR1	1	0	6947	-1368
XYLT1	1	-1	6948	932
TP53AIP1	1	-2	6949	2343
ANO3	1	-2	6950	2343
RDH12	1	1	6951	-4641
PRIMA1	1	0	6952	-1365
ERVK-6	1	0	6953	-1366
KIF13A	1	1	6954	-4646
RBM26	1	0	6955	-1367
PRDM15	1	0	6956	-1367
CDAN1	1	1	6957	-4651
SMOC2	1	-2	6958	2345
PARVG	1	1	6959	-4652
PERP	1	-2	6960	2346
CDH23	1	-4	6961	3876
CEP128	1	-1	6962	942
XIRP2	1	1	6963	-4650
MGAT5B	1	1	6964	-4650
SGSM1	1	1	6965	-4653
NKD2	1	1	6966	-4657
DNAAF8	1	0	6967	-1364
ZNF439	1	1	6968	-4659
LRSAM1	1	0	6969	-1367
BBS5	1	1	6970	-4662
ABCG5	1	-1	6971	944
TMEM18	1	-2	6972	2355
NUP35	1	-2	6973	2355
MYOZ1	1	1	6974	-4669
DPEP3	1	1	6975	-4671
MYLK2	1	0	6976	-1367
CCDC74A	1	1	6977	-4670
ZFHX2	1	-1	6978	948
IL1F10	1	0	6979	-1369
GPR61	1	-2	6980	2359
TNRC18	1	1	6981	-4677
CREBZF	1	1	6982	-4677
PECR	1	0	6983	-1370
KRBA1	1	1	6984	-4678
SPPL2A	1	0	6985	-1371
CAND1	1	-1	6986	949
TSPAN10	1	1	6987	-4679
SPZ1	1	0	6988	-1373
PAG1	1	1	6989	-4680
HES7	1	-3	6990	3299
WFDC1	1	1	6991	-4682
ADTRP	1	-5	6992	4323
PTBP2	1	-1	6993	952
SLITRK2	1	0	6994	-1370
PSENEN	1	-2	6995	2370
ADGRG7	1	1	6996	-4679
CTDSP1	1	1	6997	-4679
HMCN1	1	-6	6998	4677
FCRLA	1	-1	6999	951
SELENOS	1	1	7000	-4686
CRACR2A	1	1	7001	-4687
CDCA7	1	-3	7002	3307
TRIM52	1	1	7003	-4688
SLX4IP	1	-2	7004	2378
SLC35B4	1	0	7005	-1369
ZNF395	1	0	7006	-1369
PPP1R9B	1	0	7007	-1369
GSDMB	1	0	7008	-1369
LRP11	1	1	7009	-4685
ASH1L	1	-10	7010	5459
HDAC8	1	-2	7011	2383
OCSTAMP	1	1	7012	-4693
LNX1	1	-2	7013	2384
CSTL1	1	-1	7014	958
FERMT3	1	-4	7015	3924
FAM167A	1	1	7016	-4712
MBD5	1	1	7017	-4715
MBNL3	1	1	7018	-4715
HMGB4	1	1	7019	-4715
