# gene	views	view_delta	view_rank	view_rank_delta
RGN	7	7	2657	-6438
KIF5A	7	3	2658	-29
MYO10	7	4	2659	-686
SMARCD1	7	5	2660	-1707
MYL3	7	7	2661	-6464
RAB11B	7	4	2662	-688
NAB2	7	1	2663	708
VPS52	7	6	2664	-3457
S100P	7	4	2665	-694
SATB1	7	6	2666	-3464
RPL19	7	4	2667	-697
NTSR1	7	0	2668	963
ZBTB16	7	4	2669	-702
TSPY1	7	3	2670	-47
AASS	7	-5	2671	1605
PARN	7	-5	2672	1605
TBC1D1	7	6	2673	-3576
S1PR2	7	1	2674	702
PRDX3	7	5	2675	-1811
SPOP	7	1	2676	702
RAD54L	7	6	2677	-3642
KDM6A	7	3	2678	-64
CLRN1	7	6	2679	-3649
SLC4A2	7	5	2680	-1827
NDC80	7	5	2681	-1851
SPON1	7	3	2682	-70
ADAMTS4	7	5	2683	-1872
TBC1D4	7	2	2684	387
OGFR	7	5	2685	-1910
IL18BP	7	3	2686	-74
LDB3	7	6	2687	-3804
REC8	7	-1	2688	1150
AOC3	7	3	2689	-78
SOCS1	7	5	2690	-1933
LONP1	7	6	2691	-3828
GNE	7	1	2692	702
TTF2	7	6	2693	-3838
OGT	7	0	2694	969
ELOC	7	6	2695	-3850
ZBTB20	7	5	2696	-1956
FSTL1	7	6	2697	-3859
SOX21	7	5	2698	-1965
PLD3	7	7	2699	-7221
SYNGAP1	7	3	2700	-77
ZNF3	7	6	2701	-3878
XPA	7	2	2702	381
ZFP36	7	4	2703	-777
SRGN	7	1	2704	703
RRH	7	6	2705	-3890
PRCP	7	1	2706	704
OGA	7	7	2707	-7248
NSD3	7	6	2708	-3928
TNFRSF10D	7	6	2709	-3960
SSTR3	7	2	2710	376
TCF12	7	4	2711	-799
TAGLN	7	2	2712	376
TCP1	7	6	2713	-3986
SMARCAD1	7	7	2714	-7494
AHNAK	7	5	2715	-2036
BBX	7	4	2716	-816
GADD45G	7	-1	2717	1171
PRDM9	7	0	2718	976
CCN4	7	6	2719	-4122
ANGPT4	7	4	2720	-826
CD177	7	4	2721	-826
RPTOR	7	1	2722	700
FOXH1	7	7	2723	-7873
IL36A	7	6	2724	-4241
SIGLEC8	7	3	2725	-104
HCAR1	7	5	2726	-2113
UGT1A4	7	6	2727	-4260
CROT	7	-4	2728	1567
UGT1A6	7	5	2729	-2133
TRIM33	7	5	2730	-2135
DOCK6	7	1	2731	703
CDK12	7	3	2732	-112
EHMT1	7	0	2733	984
CDKAL1	7	6	2734	-4341
EMCN	7	4	2735	-872
SND1	7	6	2736	-4385
SLC8B1	7	7	2737	-8219
PARL	7	-1	2738	1184
OTUB1	7	5	2739	-2193
NSDHL	7	7	2740	-8336
LRRC8A	7	7	2741	-8383
PTPN18	7	7	2742	-8457
FXYD5	7	7	2743	-8564
NIN	7	5	2744	-2240
DUOX1	7	5	2745	-2243
PERP	7	4	2746	-903
ACSS2	7	5	2747	-2252
CD300LF	7	4	2748	-908
HES7	7	2	2749	368
TUBA1C	7	6	2750	-4595
NAA15	7	4	2751	-917
SIGLEC10	7	5	2752	-2319
HHIP	7	7	2753	-8957
STEAP3	7	-1	2754	1191
PRKAG2	7	4	2755	-930
DDX41	7	0	2756	999
FOXP4	7	3	2757	-134
MYOCD	7	4	2758	-942
SLC32A1	7	5	2759	-2391
NFKBIZ	7	6	2760	-4827
BTBD9	7	3	2761	-139
SLAMF6	7	4	2762	-950
SLC29A4	7	2	2763	356
SYT9	7	4	2764	-977
NPS	7	3	2765	-149
POLN	7	6	2766	-5040
CASP12	7	-1	2767	1201
EIF2AK4	7	0	2768	1000
SNHG14	7	5	2769	-2487
F7	6	-6	2770	1761
ASNS	6	0	2771	1001
COL8A1	6	5	2772	-2489
JUP	6	-7	2773	1820
ESPN	6	3	2774	-163
ZMPSTE24	6	3	2775	-163
CASP4	6	1	2776	711
NMB	6	0	2777	999
CYP24A1	6	0	2778	999
HBZ	6	2	2779	347
GCH1	6	3	2780	-169
ERCC2	6	-1	2781	1207
KLK4	6	-3	2782	1489
PDE9A	6	2	2783	342
LMNA	6	1	2784	709
GLYCAM1	6	4	2785	-1012
FPGS	6	4	2786	-1018
SLC5A6	6	4	2787	-1021
ANLN	6	2	2788	340
COL25A1	6	5	2789	-2525
POU2F2	6	5	2790	-2526
FXYD6	6	6	2791	-5186
NCR3	6	3	2792	-186
CTSA	6	1	2793	705
TMPO	6	1	2794	705
AMPD1	6	2	2795	342
PLA2R1	6	4	2796	-1021
GRIA3	6	2	2797	341
SCG2	6	3	2798	-182
CLCN5	6	3	2799	-183
CPB2	6	-2	2800	1366
COL7A1	6	-1	2801	1213
APOA2	6	3	2802	-187
BMP1	6	5	2803	-2551
PKHD1	6	0	2804	989
PRKCZ	6	-5	2805	1704
TRPC1	6	5	2806	-2558
CAPN2	6	6	2807	-5233
PDK1	6	0	2808	991
ARF6	6	1	2809	711
CAPNS1	6	6	2810	-5234
CAPN1	6	6	2811	-5237
MLPH	6	2	2812	341
CASP6	6	-5	2813	1707
CSNK1D	6	3	2814	-194
CACNA1D	6	-1	2815	1210
CAMK2B	6	3	2816	-194
GALM	6	6	2817	-5243
CCNC	6	3	2818	-196
MAP4K1	6	6	2819	-5248
CKS1B	6	5	2820	-2573
SUFU	6	-4	2821	1620
EVPL	6	6	2822	-5275
CIRBP	6	6	2823	-5284
CLK1	6	4	2824	-1042
CLK2	6	6	2825	-5287
TCOF1	6	-5	2826	1715
SERPIND1	6	0	2827	999
DCDC2	6	6	2828	-5289
CYP1B1	6	-4	2829	1625
CTNS	6	4	2830	-1044
C1R	6	-2	2831	1373
ACVR2B	6	0	2832	1002
IRF6	6	2	2833	330
CRABP1	6	3	2834	-202
AVPR1B	6	5	2835	-2602
CDH15	6	3	2836	-210
CDH10	6	6	2837	-5328
ADARB1	6	5	2838	-2614
CEBPE	6	5	2839	-2614
AADAC	6	3	2840	-210
ACO1	6	2	2841	333
FOXC2	6	0	2842	1001
EFNA4	6	4	2843	-1069
FUCA1	6	2	2844	334
AQP4	6	1	2845	712
ARHGDIA	6	4	2846	-1072
ATP1A1	6	5	2847	-2628
ASCL2	6	5	2848	-2628
ASAH1	6	-2	2849	1384
HTRA2	6	4	2850	-1074
APEX1	6	3	2851	-222
ALOX15B	6	5	2852	-2634
ALDH1A3	6	6	2853	-5373
CYC1	6	5	2854	-2644
DIO2	6	1	2855	711
SMAD6	6	5	2856	-2649
AKR1C2	6	5	2857	-2649
AKR1C1	6	6	2858	-5381
ATP6AP1	6	6	2859	-5382
ATP1B1	6	5	2860	-2657
DDX6	6	6	2861	-5384
FYB1	6	4	2862	-1091
FUT8	6	-1	2863	1230
FUT2	6	2	2864	336
GAD2	6	4	2865	-1097
DMBT1	6	5	2866	-2663
DDX1	6	2	2867	337
KLF9	6	-3	2868	1543
DNM2	6	1	2869	718
BCL2L2	6	3	2870	-227
BLVRB	6	3	2871	-227
DIO3	6	1	2872	719
GSDME	6	4	2873	-1105
MAP1B	6	5	2874	-2669
PTK2B	6	-3	2875	1548
GTF2I	6	6	2876	-5418
FABP5	6	0	2877	1017
FCN1	6	2	2878	340
TRNL1	6	0	2879	1014
MIR145	6	0	2880	1014
SLC29A1	6	5	2881	-2703
EMX1	6	6	2882	-5458
GUCY1B1	6	6	2883	-5462
HCK	6	-1	2884	1242
LOC118142757	6	6	2885	-5467
GYG1	6	1	2886	723
HDGF	6	4	2887	-1134
HAGH	6	6	2888	-5466
GH2	6	0	2889	1017
GNAT1	6	4	2890	-1140
GJA5	6	4	2891	-1145
DNM1	6	-2	2892	1412
CCR10	6	3	2893	-238
ETS2	6	-1	2894	1249
ERV3-1	6	2	2895	343
CTTN	6	0	2896	1018
MAP3K4	6	6	2897	-5506
HOXD1	6	4	2898	-1166
PSMB1	6	5	2899	-2772
IFNGR2	6	1	2900	719
HYAL1	6	4	2901	-1181
PTPRM	6	5	2902	-2780
ABCD3	6	5	2903	-2782
IGFALS	6	5	2904	-2782
FOXO4	6	-5	2905	1781
MMP1	6	5	2906	-2788
MMP11	6	5	2907	-2796
GPR18	6	2	2908	331
GRIK2	6	-1	2909	1257
GPR31	6	0	2910	1022
AUH	6	5	2911	-2801
MAD1L1	6	5	2912	-2807
GPR17	6	5	2913	-2810
ATXN3	6	1	2914	724
MGAT2	6	1	2915	724
MGST1	6	2	2916	334
IFNA21	6	6	2917	-5612
TRIO	6	6	2918	-5628
AOX1	6	5	2919	-2825
SETBP1	6	3	2920	-272
MANBA	6	-1	2921	1265
HHEX	6	3	2922	-271
GSTA1	6	1	2923	725
SFTPC	6	-1	2924	1267
CA1	6	4	2925	-1200
MNX1	6	0	2926	1033
CDK3	6	2	2927	330
SLC2A9	6	-5	2928	1800
IL15RA	6	1	2929	728
PRDX2	6	4	2930	-1201
INSIG1	6	2	2931	333
RAB13	6	5	2932	-2835
GDF6	6	4	2933	-1220
JAG2	6	2	2934	331
GDF3	6	3	2935	-279
RAB4A	6	5	2936	-2842
RFC1	6	1	2937	729
RBP2	6	5	2938	-2852
TSPAN6	6	5	2939	-2855
RCN1	6	2	2940	331
GALNS	6	4	2941	-1234
NEFM	6	3	2942	-293
NMBR	6	6	2943	-5731
HLA-DRB4	6	5	2944	-2888
HNRNPU	6	6	2945	-5743
HOXA9	6	0	2946	1027
PTPRB	6	4	2947	-1263
SYT7	6	3	2948	-301
NINJ1	6	4	2949	-1267
CNOT3	6	5	2950	-2915
FUT1	6	0	2951	1023
HNRNPA1	6	0	2952	1023
HOXA10	6	3	2953	-312
TPM1	6	5	2954	-2956
DTNBP1	6	2	2955	316
TLR7	6	3	2956	-317
LY96	6	4	2957	-1303
NELL1	6	6	2958	-5835
LGALS8	6	4	2959	-1302
HAL	6	2	2960	318
LIMS1	6	5	2961	-2967
KCNQ3	6	4	2962	-1304
SRR	6	3	2963	-317
RPL10A	6	6	2964	-5833
LCN1	6	6	2965	-5833
MYO7A	6	4	2966	-1303
NOVA1	6	5	2967	-2969
NKG7	6	2	2968	320
ACVRL1	6	2	2969	318
RPS27A	6	6	2970	-5868
NFASC	6	6	2971	-5877
NPR1	6	-4	2972	1716
RP1	6	3	2973	-320
KRT83	6	6	2974	-5904
SFRP1	6	-1	2975	1284
SPTBN2	6	5	2976	-2995
SOX3	6	0	2977	1037
SOX5	6	4	2978	-1318
NRIP1	6	5	2979	-3003
TUBA1B	6	5	2980	-3029
PEX10	6	2	2981	314
NMI	6	5	2982	-3034
ABCC6	6	5	2983	-3034
KPNB1	6	3	2984	-326
TNIK	6	4	2985	-1333
NMNAT2	6	1	2986	728
NFE2L3	6	5	2987	-3045
PIK3C3	6	3	2988	-325
PI4KB	6	2	2989	317
KIR2DS4	6	3	2990	-324
SETX	6	0	2991	1045
PRDX6	6	-1	2992	1295
EXO1	6	2	2993	318
NCOA4	6	3	2994	-324
CLDN11	6	4	2995	-1340
CCNB2	6	4	2996	-1340
ATG12	6	1	2997	736
OSBP	6	5	2998	-3064
NTN1	6	4	2999	-1341
DEDD	6	-1	3000	1300
KCNJ3	6	3	3001	-334
MACROH2A1	6	6	3002	-6089
CCL4L2	6	6	3003	-6091
NFKB2	6	1	3004	737
TRPC6	6	1	3005	735
SDC4	6	2	3006	306
SLC22A4	6	5	3007	-3099
NFE2L1	6	5	3008	-3099
NCOA1	6	1	3009	735
NFKBIE	6	4	3010	-1375
NCOA3	6	3	3011	-343
EIF5B	6	5	3012	-3120
NPR2	6	4	3013	-1382
RPL17	6	0	3014	1056
NPY1R	6	4	3015	-1390
KMT2B	6	5	3016	-3137
KDM5C	6	3	3017	-357
UBA52	6	5	3018	-3164
UBTF	6	3	3019	-357
ATP6AP2	6	0	3020	1057
AGR2	6	2	3021	302
FXYD1	6	6	3022	-6238
HEY2	6	2	3023	303
GCAT	6	4	3024	-1410
PLCB3	6	5	3025	-3177
PLCD1	6	5	3026	-3182
PLD1	6	6	3027	-6256
PAM	6	1	3028	748
STAB1	6	6	3029	-6269
LEFTY1	6	6	3030	-6276
RGS14	6	5	3031	-3204
POLD1	6	-5	3032	1888
PDE4D	6	1	3033	751
PDC	6	5	3034	-3214
RECQL4	6	0	3035	1066
VEGFB	6	-3	3036	1652
RBFOX2	6	4	3037	-1440
CCS	6	3	3038	-365
TACC3	6	5	3039	-3256
GPR75	6	3	3040	-365
VAV3	6	6	3041	-6419
RIPK3	6	4	3042	-1454
UXT	6	2	3043	302
CAP2	6	4	3044	-1457
PPL	6	1	3045	760
SGCG	6	3	3046	-369
MAML1	6	4	3047	-1462
USF1	6	-1	3048	1332
STIL	6	2	3049	304
TRIB1	6	4	3050	-1485
WNT1	6	5	3051	-3337
WFS1	6	4	3052	-1492
PPM1A	6	5	3053	-3344
SGCA	6	-5	3054	1907
XRCC2	6	3	3055	-377
GPA33	6	6	3056	-6631
PRKAR2A	6	6	3057	-6667
RAPGEF4	6	3	3058	-387
HDAC5	6	6	3059	-6760
ABI1	6	1	3060	749
PDCD6IP	6	4	3061	-1568
STX1A	6	0	3062	1069
STC1	6	5	3063	-3488
PPP1R15A	6	-1	3064	1337
ZIC2	6	6	3065	-6869
PLK4	6	0	3066	1066
DLL3	6	4	3067	-1608
PRKACB	6	3	3068	-416
PPT1	6	5	3069	-3534
CPSF1	6	6	3070	-6888
RAB11A	6	3	3071	-417
PPIF	6	1	3072	748
TNFSF12	6	5	3073	-3541
MYH13	6	5	3074	-3543
TRA	6	2	3075	291
PSCA	6	3	3076	-416
PREB	6	2	3077	292
INSL6	6	6	3078	-6940
OPTC	6	4	3079	-1620
TBX2	6	5	3080	-3605
CIT	6	2	3081	288
SMC4	6	5	3082	-3610
WDR4	6	3	3083	-431
TBX3	6	4	3084	-1640
SPDEF	6	4	3085	-1648
PNKP	6	0	3086	1074
SEPTIN9	6	6	3087	-7115
AKR1B10	6	5	3088	-3707
CUL4A	6	5	3089	-3734
DKK2	6	-2	3090	1542
MFN1	6	3	3091	-444
SOCS2	6	4	3092	-1675
VNN1	6	4	3093	-1677
PSAT1	6	4	3094	-1707
CASC3	6	4	3095	-1718
CXXC5	6	6	3096	-7423
CNTNAP1	6	2	3097	274
ITGA8	6	6	3098	-7449
AGK	6	1	3099	744
BBS9	6	3	3100	-472
RBFOX1	6	3	3101	-484
AAK1	6	5	3102	-3938
KCNT1	6	4	3103	-1772
ADA2	6	4	3104	-1774
AGMAT	6	2	3105	259
JPT1	6	5	3106	-3973
SLC2A10	6	4	3107	-1786
RASD1	6	6	3108	-7778
RAB23	6	6	3109	-7794
FOXRED1	6	6	3110	-7972
HPGDS	6	6	3111	-7972
TAS2R3	6	6	3112	-7974
OR8G2P	6	6	3113	-8089
NUPR1	6	6	3114	-8101
FCRL5	6	4	3115	-1839
PHF6	6	2	3116	249
NLRX1	6	4	3117	-1851
SPTBN4	6	6	3118	-8154
VTCN1	6	1	3119	744
RNASEH2B	6	3	3120	-518
SRD5A3	6	-4	3121	1846
RIC3	6	4	3122	-1851
NEIL1	6	1	3123	747
PELO	6	1	3124	747
ALPK1	6	6	3125	-8199
MYO15A	6	4	3126	-1860
MUS81	6	2	3127	254
ADGRL4	6	5	3128	-4164
KLHL12	6	4	3129	-1879
MFSD2A	6	5	3130	-4203
PROKR2	6	3	3131	-530
HDAC8	6	1	3132	747
CBX2	6	-14	3133	2447
BMF	6	5	3134	-4234
CRIM1	6	3	3135	-537
MYH16	6	4	3136	-1906
ADAM33	6	5	3137	-4263
OBSCN	6	1	3138	750
GPR139	6	5	3139	-4290
BIN3	6	6	3140	-8556
INF2	6	4	3141	-1933
SLC47A1	6	3	3142	-539
KMO	6	4	3143	-1952
EPGN	6	2	3144	254
SYVN1	6	6	3145	-8691
MTPN	6	4	3146	-1973
ACOT12	6	6	3147	-8738
GPR151	6	4	3148	-1977
STXBP5	6	6	3149	-8779
G6PC3	6	4	3150	-1977
BCAN	6	5	3151	-4416
NYX	6	6	3152	-8917
CARD16	6	-10	3153	2306
CLYBL	6	4	3154	-2018
VSX2	6	1	3155	754
IRGM	6	4	3156	-2031
GPR150	6	6	3157	-9210
NEAT1	6	2	3158	253
BRAT1	6	3	3159	-571
ADGRF2	6	6	3160	-9289
MAFA	6	-4	3161	1880
CISD2	6	1	3162	754
RSPO2	6	2	3163	254
ADGRF1	6	2	3164	252
NPSR1	6	0	3165	1112
GPR141	6	6	3166	-9503
SFTPA2	6	6	3167	-9557
GAK	6	2	3168	246
PLEK	6	1	3169	757
U2AF1	6	3	3170	-590
MAP3K20	6	2	3171	244
SP3	6	5	3172	-4700
CSNK2A1	6	6	3173	-9738
HBM	5	2	3174	244
CD101	5	4	3175	-2089
GRM7	5	2	3176	241
RNMT	5	2	3177	241
AKR1A1	5	5	3178	-4715
MMP10	5	3	3179	-595
MATR3	5	4	3180	-2096
JUN	5	3	3181	-594
CCL16	5	2	3182	242
C10orf71	5	4	3183	-2098
SPR	5	3	3184	-596
PSG1	5	2	3185	242
GPHN	5	-12	3186	2413
CYBA	5	4	3187	-2100
ATIC	5	3	3188	-597
POMGNT1	5	5	3189	-4742
STOM	5	-2	3190	1614
ENPP1	5	4	3191	-2108
CCL15	5	3	3192	-606
ICAM3	5	0	3193	1112
TCAP	5	-1	3194	1400
ENAM	5	-1	3195	1399
NPHP1	5	1	3196	751
FCAR	5	3	3197	-615
CSN1S1	5	-1	3198	1400
GIT1	5	4	3199	-2118
RNLS	5	2	3200	224
XRN1	5	-5	3201	2010
MYRF	5	4	3202	-2131
ANGPTL8	5	-2	3203	1618
PPOX	5	1	3204	745
WT1	5	2	3205	219
MUC1	5	-1	3206	1396
UBR1	5	4	3207	-2142
CPOX	5	-3	3208	1770
CAMK2D	5	3	3209	-627
TRPM1	5	5	3210	-4832
UTS2R	5	3	3211	-626
TRPC5	5	2	3212	213
CACNB4	5	4	3213	-2162
CACNA1F	5	-1	3214	1391
NXF1	5	0	3215	1112
TLR10	5	4	3216	-2169
CCNF	5	0	3217	1113
KRT17	5	3	3218	-630
MAS1	5	-4	3219	1904
FGF16	5	5	3220	-4852
CLC	5	5	3221	-4875
DCTD	5	4	3222	-2182
CHRNA7	5	3	3223	-635
CLCNKA	5	1	3224	732
ACY1	5	5	3225	-4886
ADCY7	5	2	3226	199
CCNT1	5	3	3227	-644
CTNNA1	5	1	3228	731
ADH7	5	1	3229	730
CDSN	5	1	3230	730
ADH4	5	1	3231	730
CUX1	5	-1	3232	1400
GLI2	5	0	3233	1111
CRYZ	5	4	3234	-2200
CRMP1	5	5	3235	-4914
CRX	5	2	3236	198
CDC6	5	5	3237	-4916
CENPF	5	1	3238	732
ACACB	5	-2	3239	1619
CEBPG	5	2	3240	198
ADCY2	5	-1	3241	1403
CDC25C	5	2	3242	194
CDC27	5	4	3243	-2213
ACAA1	5	3	3244	-661
EIF5	5	3	3245	-661
AURKA	5	5	3246	-4931
SCN4A	5	3	3247	-663
ARR3	5	0	3248	1114
BIRC3	5	2	3249	184
ARG2	5	-1	3250	1407
RERE	5	1	3251	738
ALDH3B1	5	5	3252	-4958
GRK3	5	4	3253	-2228
FGFR4	5	3	3254	-680
DDB2	5	2	3255	174
DBI	5	-1	3256	1407
ATP6V1B1	5	4	3257	-2251
BMP6	5	1	3258	736
AZGP1	5	4	3259	-2255
CYP3A7	5	2	3260	172
GABPA	5	1	3261	736
GBP2	5	4	3262	-2264
GALNT3	5	4	3263	-2264
DOCK2	5	4	3264	-2268
DKC1	5	2	3265	170
DNASE1L3	5	5	3266	-5000
BAG1	5	0	3267	1115
C4B	5	4	3268	-2270
BTF3	5	2	3269	168
GRIN2D	5	5	3270	-5017
EYCL1	5	2	3271	166
GRIN2C	5	4	3272	-2281
FANCF	5	3	3273	-720
FABP2	5	2	3274	164
ACVR1C	5	3	3275	-725
ELAVL4	5	3	3276	-725
ENO3	5	3	3277	-726
ECM1	5	4	3278	-2294
S1PR3	5	4	3279	-2294
B4GALT1	5	4	3280	-2296
EMX2	5	-4	3281	1951
GDI1	5	3	3282	-732
ELK3	5	5	3283	-5052
TOR1A	5	1	3284	740
E2F4	5	4	3285	-2307
GYPB	5	5	3286	-5058
HBBP1	5	3	3287	-729
GZMK	5	2	3288	163
HCFC1	5	3	3289	-731
GUCA1B	5	5	3290	-5063
GLRA1	5	2	3291	162
ETFDH	5	-1	3292	1419
GNAZ	5	1	3293	746
GNB1	5	4	3294	-2307
GLB1	5	0	3295	1130
ABCA3	5	3	3296	-746
GPR19	5	5	3297	-5093
GP5	5	3	3298	-751
GP9	5	3	3299	-755
AFF2	5	2	3300	159
FMOD	5	-1	3301	1422
FMO2	5	4	3302	-2336
MDM4	5	-14	3303	2586
PSPN	5	-1	3304	1423
HOXC8	5	4	3305	-2343
MAP2K5	5	4	3306	-2344
HOXC9	5	1	3307	746
PRKY	5	4	3308	-2348
PSMB5	5	5	3309	-5121
PSMD5	5	4	3310	-2355
PSMA1	5	5	3311	-5133
IGHM	5	5	3312	-5135
PYCR1	5	3	3313	-768
IGFBP2	5	0	3314	1131
RANGAP1	5	3	3315	-770
IGHD	5	5	3316	-5140
PVT1	5	1	3317	746
ATP2B1	5	5	3318	-5177
MCHR1	5	2	3319	143
MT-TV	5	3	3320	-786
GRID1	5	0	3321	1132
HINT1	5	1	3322	729
ABCD2	5	4	3323	-2429
IMPDH2	5	2	3324	121
INCENP	5	3	3325	-811
TGIF1	5	4	3326	-2431
TERF1	5	3	3327	-812
IL12A	5	3	3328	-817
TFAP2C	5	4	3329	-2435
TFAP4	5	4	3330	-2435
RBBP4	5	1	3331	731
MPP1	5	5	3332	-5260
RAD17	5	3	3333	-825
RELB	5	-2	3334	1667
TNNC2	5	5	3335	-5296
TNS1	5	1	3336	723
MSI1	5	3	3337	-840
CITED1	5	5	3338	-5306
GLP2R	5	2	3339	107
KCNN3	5	-4	3340	1992
NDUFS4	5	3	3341	-851
NEFH	5	1	3342	722
NDUFB8	5	4	3343	-2490
CTSH	5	4	3344	-2490
EIF6	5	0	3345	1124
EPB41	5	4	3346	-2492
TGFBR3	5	1	3347	725
PTH2R	5	5	3348	-5342
LPP	5	-3	3349	1842
CSNK1A1	5	4	3350	-2499
PTPN2	5	4	3351	-2500
LRPAP1	5	4	3352	-2500
LCP2	5	1	3353	727
LBR	5	-1	3354	1430
MYL9	5	1	3355	728
SPEG	5	2	3356	108
LTBP1	5	5	3357	-5354
LY9	5	1	3358	729
CD180	5	0	3359	1127
CA6	5	2	3360	103
CIDEB	5	1	3361	730
FTL	5	2	3362	103
TYMP	5	3	3363	-876
CPD	5	5	3364	-5403
MX2	5	-1	3365	1435
MYBL2	5	4	3366	-2543
COX3	5	3	3367	-883
NR0B2	5	5	3368	-5413
MYH2	5	0	3369	1122
CRTAP	5	-14	3370	2640
TPM2	5	0	3371	1123
LGALS4	5	3	3372	-887
LAMB3	5	5	3373	-5428
RRAS	5	2	3374	91
RRBP1	5	5	3375	-5438
TRDN	5	1	3376	729
RPS19	5	4	3377	-2574
KRT4	5	1	3378	724
SEMG1	5	5	3379	-5474
CROCC	5	3	3380	-900
KRT33B	5	5	3381	-5488
RPA2	5	5	3382	-5491
SET	5	4	3383	-2584
CYTH1	5	3	3384	-902
NAPSA	5	5	3385	-5509
SLC14A2	5	4	3386	-2599
GAN	5	4	3387	-2608
S100A11	5	1	3388	723
PEX12	5	4	3389	-2615
RXRB	5	5	3390	-5540
KCNC1	5	5	3391	-5542
PEPD	5	3	3392	-918
S100A2	5	4	3393	-2620
PDZK1	5	3	3394	-918
PEX14	5	2	3395	89
WARS2	5	3	3396	-918
CREB5	5	2	3397	88
KIFC1	5	5	3398	-5559
PIGF	5	0	3399	1144
PEG10	5	0	3400	1143
SOX13	5	5	3401	-5574
GTF2IRD1	5	4	3402	-2627
SMG1	5	2	3403	88
KPNA1	5	4	3404	-2630
ORC1	5	4	3405	-2634
P2RX3	5	4	3406	-2635
OR1D2	5	5	3407	-5595
CSRP3	5	-2	3408	1710
OAS2	5	4	3409	-2643
PABPN1	5	3	3410	-922
FXR1	5	0	3411	1149
SMPD2	5	3	3412	-927
VAPB	5	4	3413	-2656
SNRPA1	5	4	3414	-2663
KCNK3	5	1	3415	726
KCNMB1	5	4	3416	-2678
KCNJ12	5	5	3417	-5679
MYO1C	5	5	3418	-5692
SLIT3	5	5	3419	-5692
NFIC	5	5	3420	-5693
MYT1	5	3	3421	-947
MYO5B	5	4	3422	-2678
MYH10	5	0	3423	1150
MYO9B	5	5	3424	-5708
BTC	5	2	3425	70
FEZ1	5	4	3426	-2693
MYCBP2	5	5	3427	-5723
SLC22A1	5	4	3428	-2714
SNPH	5	3	3429	-968
RPL7A	5	4	3430	-2719
NRCAM	5	4	3431	-2723
NRL	5	3	3432	-977
UBE2I	5	4	3433	-2741
PDZK1IP1	5	5	3434	-5800
USP9Y	5	3	3435	-984
ABI2	5	4	3436	-2742
ANP32B	5	5	3437	-5824
P4HB	5	-1	3438	1473
PLCB4	5	3	3439	-992
P2RY2	5	-2	3440	1732
ICMT	5	3	3441	-998
PLS3	5	4	3442	-2775
RCOR1	5	1	3443	718
MLC1	5	-1	3444	1478
PCM1	5	5	3445	-5879
PAPOLA	5	4	3446	-2795
PCP4	5	4	3447	-2795
CDK16	5	4	3448	-2803
IGF2BP2	5	5	3449	-5915
PODXL	5	4	3450	-2811
NRXN2	5	2	3451	54
COX5A	5	4	3452	-2830
RBX1	5	4	3453	-2836
KDELR1	5	-1	3454	1481
MED13	5	5	3455	-5999
ACAA2	5	3	3456	-1032
NXT1	5	4	3457	-2856
SYNE1	5	4	3458	-2856
NEDD4L	5	3	3459	-1034
SPARCL1	5	3	3460	-1037
ANXA9	5	4	3461	-2859
CAP1	5	2	3462	51
UQCRC2	5	3	3463	-1045
SLC1A5	5	0	3464	1177
SLAMF1	5	-2	3465	1751
SIAH1	5	4	3466	-2875
DNAJC6	5	3	3467	-1047
ENPP3	5	2	3468	50
POU2AF1	5	2	3469	50
CDIPT	5	4	3470	-2884
POU2F1	5	3	3471	-1056
MAFB	5	0	3472	1178
VPREB1	5	3	3473	-1064
TRIM3	5	4	3474	-2920
PPP2R2A	5	4	3475	-2939
WNT8B	5	5	3476	-6189
PPP2CA	5	3	3477	-1090
TRIL	5	4	3478	-2959
SLC9A1	5	-11	3479	2638
CELA3B	5	5	3480	-6215
ABHD2	5	4	3481	-2979
PRKAR1A	5	3	3482	-1102
PKN2	5	5	3483	-6240
PRKCE	5	3	3484	-1104
TOPBP1	5	1	3485	728
APOL2	5	4	3486	-2985
IL17RA	5	-1	3487	1500
MAFF	5	2	3488	39
KIF4A	5	2	3489	39
TARS1	5	0	3490	1184
BCL2L13	5	3	3491	-1105
CAPN9	5	5	3492	-6259
COX17	5	4	3493	-2992
HUWE1	5	2	3494	42
ADAM19	5	1	3495	733
KAT7	5	3	3496	-1108
CAPN10	5	3	3497	-1108
TNFRSF25	5	1	3498	735
GPC6	5	5	3499	-6296
SLC9A3R2	5	5	3500	-6326
VAMP3	5	4	3501	-3017
SKAP1	5	4	3502	-3021
BSND	5	5	3503	-6339
CUL1	5	3	3504	-1131
SIRT5	5	2	3505	40
PPM1D	5	1	3506	736
STATH	5	0	3507	1192
RNF103	5	5	3508	-6350
PRDM2	5	2	3509	41
SYT5	5	5	3510	-6362
TACR2	5	5	3511	-6362
ST14	5	3	3512	-1141
KCNE5	5	4	3513	-3050
SSR4	5	4	3514	-3063
YWHAZ	5	2	3515	38
ZIC1	5	5	3516	-6412
PRB1	5	3	3517	-1152
YWHAH	5	5	3518	-6426
GPSM2	5	3	3519	-1153
NRG3	5	3	3520	-1153
PRIM1	5	1	3521	742
WNT8A	5	4	3522	-3075
ZNF10	5	4	3523	-3078
ST7	5	5	3524	-6455
ADAM15	5	4	3525	-3093
STAM	5	0	3526	1201
WIPI1	5	5	3527	-6475
BLOC1S6	5	5	3528	-6487
