# gene	views	view_delta	view_rank	view_rank_delta
CFDP1	0	-1	9787	2770
POLR3G	0	0	9788	-46
SPTLC2	0	-4	9789	6257
MYL12A	0	0	9790	-45
POM121	0	-1	9791	2773
SNAP91	0	0	9792	-46
SPAG5	0	0	9793	-46
NOP56	0	0	9794	-46
MPDU1	0	0	9795	-47
BAG4	0	-5	9796	6733
TOPORS	0	-1	9797	2777
GAS2L1	0	0	9798	-51
LOC105376839	0	0	9799	-51
EMG1	0	-1	9800	2777
SLC4A8	0	-1	9801	2776
ST6GALNAC2	0	-1	9802	2776
SLC4A7	0	0	9803	-49
SMG7	0	0	9804	-49
VIS1	0	0	9805	-49
MPHOSPH6	0	0	9806	-51
ZC3H11A	0	0	9807	-51
CYP2S1	0	-2	9808	4479
DOC2B	0	0	9809	-54
TMOD3	0	0	9810	-55
RRAGA	0	0	9811	-55
DOC2A	0	-1	9812	2783
PPP2R2A	0	-2	9813	4481
PARVB	0	0	9814	-58
OLA1	0	-1	9815	2785
KHDRBS1	0	-3	9816	5543
UBR4	0	-1	9817	2785
NCAPH2	0	-1	9818	2785
PPP1R2	0	-1	9819	2784
WNT2B	0	-2	9820	4487
SUN1	0	-1	9821	2784
LGALS13	0	0	9822	-54
C2orf27A	0	0	9823	-54
PPP2R5E	0	0	9824	-55
USP24	0	0	9825	-56
RRP8	0	0	9826	-57
PPP1CC	0	-2	9827	4491
TMOD4	0	-1	9828	2786
VPREB3	0	-2	9829	4492
XPNPEP2	0	-1	9830	2786
REPIN1	0	0	9831	-55
PPP2CB	0	-1	9832	2787
XPNPEP1	0	-1	9833	2787
KHDRBS3	0	-1	9834	2787
PPP2R5D	0	-5	9835	6768
PPP1CB	0	0	9836	-51
YKT6	0	-1	9837	2788
RACGAP1	0	-1	9838	2788
SPINT2	0	-3	9839	5561
PPP2R5A	0	-1	9840	2788
PPP1R7	0	-1	9841	2787
PPP1R13B	0	0	9842	-49
SLC7A8	0	-1	9843	2786
TRIL	0	-2	9844	4501
TMED3	0	0	9845	-49
DAZAP2	0	0	9846	-49
STAM2	0	0	9847	-49
PLEKHM1	0	-2	9848	4504
NUP58	0	0	9849	-49
PJA2	0	0	9850	-51
SLC12A4	0	-2	9851	4506
SLC9A5	0	-1	9852	2792
AP4E1	0	0	9853	-49
AP3S2	0	0	9854	-49
SIRT4	0	-2	9855	4509
SFI1	0	0	9856	-50
MRPL19	0	0	9857	-50
SLC7A4	0	-3	9858	5578
POP7	0	0	9859	-52
FARP2	0	0	9860	-53
TESPA1	0	0	9861	-54
SLCO1A2	0	0	9862	-54
SLC9A2	0	0	9863	-54
RCAN2	0	-4	9864	6324
RABEPK	0	0	9865	-53
TDRD7	0	-1	9866	2798
FCHSD2	0	0	9867	-52
CEP350	0	0	9868	-52
KIAA0753	0	0	9869	-52
SEC24D	0	0	9870	-52
HARS2	0	-1	9871	2802
LRRC23	0	0	9872	-51
LCMT2	0	0	9873	-52
ITGB3BP	0	0	9874	-54
KCNMB2	0	-1	9875	2803
PSMD6	0	0	9876	-53
SPATA2	0	0	9877	-53
RHOQ	0	0	9878	-53
TOMM70	0	-1	9879	2806
ABHD2	0	-2	9880	4519
ARHGAP8	0	-1	9881	2805
ZNF224	0	0	9882	-56
PLK2	0	-1	9883	2806
PISD	0	0	9884	-55
PRKAR2A	0	0	9885	-56
GTF2A1L	0	0	9886	-56
ZMYND11	0	-1	9887	2808
FLRT1	0	0	9888	-56
TAF7	0	0	9889	-56
RAI2	0	0	9890	-56
DEPP1	0	-1	9891	2811
RBBP9	0	0	9892	-56
ARPP21	0	-1	9893	2810
MID2	0	0	9894	-55
ZNF226	0	-1	9895	2808
CNTRL	0	-2	9896	4532
EID1	0	0	9897	-57
PRKCSH	0	-3	9898	5609
TAF4	0	-1	9899	2809
SRSF10	0	0	9900	-55
FKBP8	0	-1	9901	2808
OSBP2	0	-1	9902	2808
ZNF225	0	0	9903	-55
TOB2	0	0	9904	-55
POP4	0	0	9905	-55
DDX52	0	0	9906	-55
ARPP19	0	0	9907	-55
TAF12	0	0	9908	-56
SOX30	0	-1	9909	2812
CPSF6	0	-2	9910	4543
ZNF266	0	-1	9911	2813
PITPNB	0	0	9912	-53
PRKAG1	0	0	9913	-53
ZNF217	0	-1	9914	2814
CAPN9	0	0	9915	-52
FLRT3	0	0	9916	-53
CDC42EP1	0	0	9917	-54
ARPC5	0	0	9918	-54
B3GALNT1	0	-1	9919	2817
SLC7A9	0	0	9920	-53
PLAAT3	0	-2	9921	4551
B4GALT4	0	0	9922	-52
KIF3A	0	-1	9923	2820
OR4F4	0	0	9924	-54
ATP9A	0	-2	9925	4552
AP4S1	0	0	9926	-53
OR7C1	0	0	9927	-54
FZD5	0	0	9928	-54
GPANK1	0	0	9929	-54
MANF	0	0	9930	-54
TSPAN32	0	0	9931	-54
OR1L1	0	0	9932	-54
SLMAP	0	-2	9933	4558
ZWINT	0	-1	9934	2826
SNX4	0	0	9935	-54
LDB3	0	0	9936	-54
EDF1	0	-1	9937	2826
SH3YL1	0	0	9938	-53
B4GALT3	0	0	9939	-53
LSM6	0	-1	9940	2828
OR2T1	0	0	9941	-52
GLMN	0	-6	9942	7277
SNX3	0	-2	9943	4566
PKIG	0	0	9944	-53
SCAMP2	0	0	9945	-54
URI1	0	-1	9946	2829
ARPC4	0	0	9947	-55
TECTB	0	-1	9948	2828
NOL4	0	-1	9949	2828
CLASRP	0	-2	9950	4572
ABHD16A	0	-2	9951	4572
BAG6	0	0	9952	-53
CERT1	0	-1	9953	2830
SLC39A6	0	0	9954	-52
OR2H2	0	0	9955	-52
LILRB5	0	0	9956	-52
ERP29	0	-1	9957	2832
LMAN2	0	0	9958	-53
HSD17B6	0	-2	9959	4577
MAPRE2	0	0	9960	-53
SLC12A6	0	0	9961	-53
TXNL1	0	-1	9962	2831
COPS5	0	-1	9963	2831
REC8	0	-5	9964	6888
RAB33A	0	0	9965	-51
ASMTL	0	-3	9966	5667
PSMG1	0	-1	9967	2833
PTCH2	0	-1	9968	2833
ITGBL1	0	-1	9969	2833
PDCD6	0	-3	9970	5668
IMMT	0	-1	9971	2834
TM9SF2	0	0	9972	-47
RPL23	0	-1	9973	2835
KIF3B	0	0	9974	-46
EBNA1BP2	0	-2	9975	4588
PPIG	0	0	9976	-45
H2AC6	0	-1	9977	2837
KCNK5	0	-1	9978	2837
H2AC15	0	0	9979	-45
TMED10	0	0	9980	-46
H2BC13	0	0	9981	-47
H2AC18	0	0	9982	-49
LAMTOR3	0	-1	9983	2837
GCN1	0	0	9984	-48
ASCC3	0	0	9985	-48
SF3B2	0	0	9986	-50
CLEC2B	0	-4	9987	6432
GAPVD1	0	-1	9988	2840
ALMS1	0	-1	9989	2840
H2AC14	0	0	9990	-49
H2AC4	0	0	9991	-49
TAF2	0	-1	9992	2842
LPAR3	0	-1	9993	2842
SULT1A2	0	0	9994	-49
IFT27	0	0	9995	-49
STK3	0	0	9996	-49
NOC2L	0	-3	9997	5683
TMSB15A	0	0	9998	-48
MAP3K12	0	-1	9999	2847
ZNF112	0	0	10000	-47
ZNF229	0	0	10001	-47
ZNF230	0	0	10002	-47
SERBP1	0	-2	10003	4605
EPC2	0	-2	10004	4602
ZNF236	0	0	10005	-48
RNF103	0	0	10006	-51
BCL2L10	0	-2	10007	4603
CHTOP	0	-1	10008	2855
CTDNEP1	0	0	10009	-49
TMED1	0	0	10010	-50
RSL1D1	0	-1	10011	2855
CSDE1	0	0	10012	-50
NAT9	0	-2	10013	4607
TCTN3	0	-2	10014	4605
WIPI2	0	0	10015	-48
LILRB3	0	-6	10016	7347
KDELR3	0	0	10017	-48
STX3	0	-1	10018	2861
EVI5	0	-2	10019	4606
AURKC	0	0	10020	-47
KLK11	0	0	10021	-47
SMARCA5	0	-4	10022	6461
SYT5	0	0	10023	-47
TADA2A	0	0	10024	-47
LIAS	0	0	10025	-47
KLF11	0	-1	10026	2866
CCDC85B	0	-1	10027	2866
ZDHHC17	0	0	10028	-46
HSPA13	0	-1	10029	2866
LDLRAP1	0	-6	10030	7359
SYT4	0	0	10031	-44
NUDCD3	0	0	10032	-44
FZD8	0	0	10033	-44
H2AC17	0	0	10034	-44
PIP5K1C	0	-2	10035	4618
H2AC16	0	0	10036	-46
CUL2	0	-1	10037	2868
ST14	0	-1	10038	2867
TMEM251	0	-1	10039	2867
ARFIP2	0	0	10040	-44
NABP1	0	-1	10041	2868
SSX4	0	0	10042	-43
DPM1	0	0	10043	-43
CDKL1	0	0	10044	-47
C12orf43	0	0	10045	-47
OR2F1	0	-1	10046	2869
HSPBP1	0	0	10047	-46
RABGAP1	0	-1	10048	2870
B3GAT3	0	-2	10049	4627
KCNE5	0	0	10050	-45
FBXO2	0	-1	10051	2872
PITPNC1	0	-2	10052	4628
OR1C1	0	-1	10053	2873
FBXL4	0	0	10054	-44
DCLRE1B	0	-2	10055	4630
OR1F2P	0	0	10056	-43
GMEB2	0	0	10057	-43
INTS1	0	0	10058	-44
DGCR5	0	0	10059	-44
FBXW2	0	0	10060	-44
PAPOLG	0	0	10061	-44
SGK3	0	0	10062	-44
PCDHB5	0	0	10063	-44
SH3BP4	0	-1	10064	2881
LSM5	0	0	10065	-44
AGXT2	0	-2	10066	4639
OR1J4	0	0	10067	-43
PLA2G15	0	0	10068	-43
SLC13A3	0	-2	10069	4641
NUDT4	0	0	10070	-42
SPAG8	0	0	10071	-42
OR2B6	0	-1	10072	2888
SSBP3	0	-1	10073	2888
FBXW4P1	0	0	10074	-41
POLA2	0	-1	10075	2889
CYP3A43	0	0	10076	-42
KPNA6	0	0	10077	-42
DPM2	0	0	10078	-43
RAB38	0	0	10079	-43
ZNF3	0	0	10080	-43
PRKAB1	0	0	10081	-43
SIK3	0	0	10082	-43
ZNF7	0	0	10083	-43
PRH1	0	0	10084	-43
PRB4	0	-1	10085	2895
PPP3R1	0	-1	10086	2895
LARS2	0	-1	10087	2895
EPN1	0	0	10088	-42
PSMC3IP	0	0	10089	-43
PRKAB2	0	0	10090	-43
SLC12A7	0	-1	10091	2898
ZBTB14	0	-2	10092	4661
PRH2	0	-1	10093	2899
GNL2	0	-1	10094	2899
FRAT2	0	0	10095	-40
WNT9B	0	0	10096	-40
PYCR2	0	0	10097	-40
ANAPC2	0	0	10098	-40
GMEB1	0	0	10099	-41
SAC3D1	0	0	10100	-41
ZNF2	0	0	10101	-42
TRA2A	0	-4	10102	6531
CCT8	0	-2	10103	4670
MYLPF	0	0	10104	-40
CCT6B	0	0	10105	-40
GPSM2	0	-1	10106	2909
NUDC	0	0	10107	-39
SNX15	0	0	10108	-40
EXOSC2	0	0	10109	-40
PRB3	0	-1	10110	2911
PRIM2	0	0	10111	-41
WNT8A	0	-4	10112	6536
CLDN16	0	-9	10113	8157
UBIAD1	0	-3	10114	5780
AP4B1	0	0	10115	-40
YWHAB	0	0	10116	-41
ZNF8	0	0	10117	-41
FAM216A	0	0	10118	-41
GTPBP4	0	0	10119	-43
ADAM23	0	0	10120	-43
RPS6KC1	0	0	10121	-43
SNORD24	0	0	10122	-43
TCP11	0	0	10123	-45
AIMP2	0	-3	10124	5785
GPAA1	0	-1	10125	2918
TRGV1	0	0	10126	-44
MTMR1	0	-1	10127	2919
FZD3	0	-1	10128	2919
TRGV9	0	-1	10129	2919
OR4E2	0	-1	10130	2919
OR2J2	0	0	10131	-42
LST1	0	0	10132	-42
OR1J2	0	0	10133	-43
OR1L3	0	0	10134	-43
SNAPIN	0	0	10135	-43
ERLIN2	0	-1	10136	2922
CTDSP2	0	0	10137	-42
MTERF1	0	0	10138	-42
DNPEP	0	-1	10139	2924
ACTR1B	0	0	10140	-41
MYH13	0	-1	10141	2925
OR4D1	0	0	10142	-41
ADAM15	0	-1	10143	2926
ZNF346	0	-1	10144	2926
HIPK3	0	0	10145	-40
NUBP2	0	0	10146	-40
ACTR1A	0	-2	10147	4702
NUDT6	0	-2	10148	4701
NUFIP1	0	0	10149	-38
CHST5	0	0	10150	-40
RNGTT	0	-2	10151	4703
CRADD	0	0	10152	-39
SNORD48	0	0	10153	-39
OR4F3	0	0	10154	-39
FBXO6	0	0	10155	-39
KANSL2	0	0	10156	-39
STRAP	0	-2	10157	4705
GPBP1	0	-1	10158	2930
MRPS24	0	0	10159	-37
MRPL1	0	-1	10160	2931
OR2L2	0	0	10161	-36
MRPL40	0	0	10162	-36
ADPRS	0	0	10163	-36
RASAL3	0	0	10164	-41
PID1	0	0	10165	-42
BAZ2A	0	-1	10166	2936
TMEM260	0	0	10167	-42
WBP4	0	0	10168	-42
KLHL3	0	0	10169	-42
FBXO24	0	0	10170	-42
SEC23IP	0	-1	10171	2940
PTTG3P	0	-1	10172	2940
DUSP23	0	0	10173	-40
LIME1	0	0	10174	-40
TRMT12	0	0	10175	-40
RHBDL2	0	0	10176	-40
ACD	0	-6	10177	7500
MRPL20	0	0	10178	-41
COMMD4	0	-1	10179	2944
WDHD1	0	0	10180	-40
OR2M4	0	0	10181	-40
SEMA4C	0	-1	10182	2945
KLK8	0	-1	10183	2945
OR2K2	0	-1	10184	2944
INSL6	0	-2	10185	4731
CYP2W1	0	-1	10186	2944
RNF125	0	0	10187	-36
FBXO9	0	0	10188	-36
LINC00483	0	0	10189	-36
PDPR	0	-1	10190	2947
SUPT16H	0	0	10191	-35
VPS33B	0	0	10192	-35
MRPL11	0	0	10193	-35
MRPL32	0	0	10194	-35
MRPS5	0	0	10195	-35
CEP250	0	0	10196	-36
CABYR	0	0	10197	-37
PTENP1	0	-1	10198	2953
CMTM6	0	0	10199	-37
ABCB8	0	0	10200	-37
PLEKHB2	0	0	10201	-38
CHTF8	0	0	10202	-39
FBXW8	0	-1	10203	2955
OXR1	0	-1	10204	2954
USP47	0	0	10205	-39
WDR6	0	0	10206	-39
RAPH1	0	-1	10207	2955
MRPS6	0	0	10208	-38
MRPS11	0	0	10209	-38
ST8	0	0	10210	-38
SSX5	0	-1	10211	2955
FAM13A	0	-2	10212	4751
ITPRID2	0	-1	10213	2956
SRP9	0	-1	10214	2956
ORC3	0	0	10215	-35
ST2	0	-2	10216	4753
SSX1	0	-1	10217	2957
TSSK2	0	-1	10218	2956
ARFRP1	0	-2	10219	4755
LMF1	0	0	10220	-33
PEX11A	0	0	10221	-33
ZNF574	0	0	10222	-33
RBM12	0	0	10223	-33
SRPK1	0	0	10224	-34
VSIG2	0	0	10225	-35
PEX11B	0	0	10226	-36
ELP5	0	0	10227	-37
YAF2	0	0	10228	-37
ENGASE	0	-2	10229	4764
DDX31	0	0	10230	-40
LEMD3	0	-5	10231	7138
HEBP2	0	0	10232	-40
RBM15	0	-4	10233	6645
FPGT	0	0	10234	-41
RMND5B	0	-1	10235	2966
CRTC3	0	-3	10236	5881
EPS8L2	0	0	10237	-42
FARSB	0	0	10238	-44
TAF5	0	-2	10239	4766
TCEA1	0	-1	10240	2968
RAB3GAP2	0	0	10241	-44
TRIOBP	0	0	10242	-45
CIZ1	0	-1	10243	2970
KRR1	0	-1	10244	2969
TBL1X	0	-4	10245	6653
PRPF40B	0	0	10246	-44
TAF11	0	-2	10247	4769
PIGK	0	-2	10248	4769
AP1M2	0	0	10249	-44
DIDO1	0	0	10250	-44
GJC1	0	-2	10251	4769
PRPF6	0	0	10252	-43
RPP14	0	-1	10253	2975
ZNF318	0	-1	10254	2975
FRAT1	0	0	10255	-41
CBY1	0	0	10256	-41
WDR4	0	0	10257	-43
TCEA2	0	0	10258	-43
TFIP11	0	0	10259	-47
FJX1	0	0	10260	-47
TBX15	0	-8	10261	8135
DNAJB4	0	-3	10262	5902
VPS72	0	0	10263	-48
TCF15	0	0	10264	-49
HNRNPUL1	0	0	10265	-49
SUN2	0	0	10266	-49
TROAP	0	-1	10267	2980
TOM1L1	0	-2	10268	4778
UACA	0	0	10269	-47
ZDHHC4	0	-4	10270	6673
NTAQ1	0	0	10271	-46
SOBP	0	-1	10272	2984
LRRC8D	0	0	10273	-46
FAM120C	0	0	10274	-46
RBM23	0	0	10275	-46
UCKL1	0	0	10276	-47
CT55	0	0	10277	-49
RADX	0	-2	10278	4785
DNAJC28	0	0	10279	-48
CDCA8	0	-2	10280	4785
ANKZF1	0	0	10281	-49
SAMD4B	0	0	10282	-49
RBM28	0	0	10283	-49
DMAC2	0	0	10284	-49
THAP1	0	-1	10285	2994
CCDC186	0	0	10286	-52
SURF6	0	0	10287	-52
MED22	0	0	10288	-52
AKIRIN2	0	0	10289	-52
TMEM51	0	0	10290	-52
GEMIN8	0	-1	10291	2998
SUPT6H	0	0	10292	-51
HEATR1	0	0	10293	-54
SLC6A15	0	0	10294	-54
IFT57	0	0	10295	-54
TMEM160	0	0	10296	-54
TXNL4B	0	0	10297	-54
ODR4	0	0	10298	-54
MED9	0	0	10299	-54
BANP	0	-3	10300	5936
ARGLU1	0	-1	10301	3006
SDHAF2	0	-3	10302	5937
SUPT4H1	0	0	10303	-53
PARP16	0	0	10304	-54
TMEM109	0	-1	10305	3008
C7orf26	0	0	10306	-54
KLK5	0	-1	10307	3008
KMT5B	0	0	10308	-53
FBXL2	0	-1	10309	3008
CYP4F8	0	-1	10310	3008
FASTKD3	0	0	10311	-55
RPL26L1	0	0	10312	-55
VARS2	0	0	10313	-55
ALG8	0	0	10314	-55
ATXN10	0	-1	10315	3012
SAMM50	0	0	10316	-55
ACTR3B	0	-3	10317	5949
B4GALT7	0	0	10318	-54
LACTB2	0	0	10319	-54
METTL16	0	0	10320	-55
CD300A	0	-3	10321	5950
COQ4	0	0	10322	-54
RDH11	0	0	10323	-55
GOLGA7	0	-2	10324	4825
UTP11	0	0	10325	-55
NAA20	0	0	10326	-56
TMEM184B	0	0	10327	-56
ARIH1	0	0	10328	-56
DENND11	0	0	10329	-56
IER3IP1	0	-1	10330	3022
KCTD15	0	0	10331	-55
ZDHHC9	0	-1	10332	3022
TPSG1	0	-1	10333	3022
IFT46	0	0	10334	-53
NCLN	0	-4	10335	6735
UBE2Z	0	0	10336	-52
ACTL7A	0	-1	10337	3025
ZNF649	0	0	10338	-52
WNK2	0	0	10339	-52
UTP14A	0	0	10340	-52
MAP3K7CL	0	-1	10341	3028
ZNF275	0	0	10342	-52
C1QL1	0	-1	10343	3028
UBQLN4	0	0	10344	-52
ZNF770	0	0	10345	-52
MTARC2	0	0	10346	-53
RUVBL2	0	-1	10347	3029
USP19	0	-1	10348	3029
SPPL2B	0	0	10349	-52
CFHR3	0	-1	10350	3028
OR5I1	0	0	10351	-51
MRPS30	0	0	10352	-51
ZSCAN18	0	0	10353	-52
SMCO4	0	-1	10354	3030
MCUB	0	0	10355	-51
UPF3A	0	0	10356	-51
VPS33A	0	0	10357	-51
WNK3	0	-2	10358	4850
RPP40	0	0	10359	-51
DPYSL5	0	0	10360	-51
FRS3	0	0	10361	-53
FRS2	0	0	10362	-53
EXOSC5	0	0	10363	-53
SEC24A	0	-3	10364	5986
ZNF268	0	0	10365	-52
PNO1	0	-1	10366	3038
LRFN4	0	0	10367	-51
CZIB	0	-2	10368	4858
NEU3	0	0	10369	-52
CAPRIN2	0	0	10370	-52
NMUR2	0	0	10371	-52
COA7	0	0	10372	-52
WRNIP1	0	-1	10373	3043
NOL6	0	-1	10374	3043
ANKS1B	0	-2	10375	4863
SH3GLB2	0	0	10376	-49
INTS3	0	0	10377	-49
PAK1IP1	0	-1	10378	3046
PPP1R17	0	-3	10379	5997
SLC22A7	0	0	10380	-47
CA10	0	-4	10381	6777
NOXA1	0	-3	10382	5998
LRRC61	0	-1	10383	3048
SACM1L	0	-1	10384	3048
TRAPPC6A	0	0	10385	-45
RNF26	0	0	10386	-46
TECPR1	0	0	10387	-47
UBOX5	0	-1	10388	3049
MOB4	0	0	10389	-47
RPL36	0	0	10390	-47
NDUFAF5	0	-2	10391	4876
SUMF2	0	0	10392	-48
DCTPP1	0	0	10393	-48
ALG12	0	0	10394	-50
SBNO2	0	-1	10395	3053
PARM1	0	0	10396	-50
FAM149A	0	0	10397	-50
SULT4A1	0	0	10398	-50
SPEF1	0	0	10399	-50
LETMD1	0	0	10400	-50
NEPRO	0	0	10401	-50
BRMS1	0	-1	10402	3056
ZBTB1	0	0	10403	-49
YIPF3	0	0	10404	-49
TMUB2	0	0	10405	-49
CCDC28B	0	0	10406	-50
ZNF426	0	0	10407	-50
RASL11B	0	-3	10408	6018
PLSCR3	0	-1	10409	3060
VPS35L	0	0	10410	-49
ARMCX1	0	0	10411	-49
DAZ2	0	0	10412	-49
DTWD1	0	0	10413	-53
DDX50	0	0	10414	-53
TXNL4A	0	-1	10415	3063
RUNDC3A	0	-1	10416	3063
C7orf25	0	0	10417	-52
SUGT1	0	0	10418	-53
UTP3	0	0	10419	-53
CEACAM19	0	-1	10420	3063
ZNF655	0	0	10421	-54
DDX24	0	0	10422	-55
OTUD7B	0	-2	10423	4900
BLCAP	0	0	10424	-54
CENPM	0	0	10425	-54
COQ8A	0	-3	10426	6033
DHRS4	0	-1	10427	3068
ECSIT	0	-1	10428	3067
XAB2	0	-1	10429	3067
PCDH12	0	0	10430	-55
BOLL	0	-2	10431	4906
CYREN	0	-4	10432	6823
TMEM106C	0	0	10433	-53
HMCES	0	0	10434	-54
OTUB2	0	0	10435	-54
CPSF4	0	-1	10436	3072
JTB	0	0	10437	-55
MMP24	0	0	10438	-55
ANTKMT	0	0	10439	-55
METRN	0	-1	10440	3074
TRAFD1	0	0	10441	-54
SLX1B	0	0	10442	-54
MORC1	0	-1	10443	3075
IWS1	0	-1	10444	3075
URGCP	0	0	10445	-52
IPO9	0	0	10446	-53
DDX27	0	0	10447	-53
NPLOC4	0	0	10448	-54
GOLGA8A	0	0	10449	-56
CYTH4	0	0	10450	-56
ZNF692	0	0	10451	-57
NALF2	0	0	10452	-58
INTS8	0	0	10453	-58
LUC7L	0	0	10454	-58
KANSL3	0	0	10455	-58
ZNF334	0	0	10456	-58
CDC123	0	0	10457	-59
SCYL2	0	0	10458	-59
ZBTB21	0	0	10459	-60
STOML2	0	0	10460	-60
EXOSC7	0	0	10461	-61
FRMD4A	0	0	10462	-61
CCN6	0	0	10463	-62
DMAC2L	0	-2	10464	4929
INPP5J	0	-1	10465	3090
NECAP2	0	0	10466	-60
AKAP4	0	-4	10467	6854
CCDC88A	0	-1	10468	3092
KSR1	0	-1	10469	3092
ZPR1	0	-2	10470	4933
NDC1	0	-1	10471	3093
CPNE7	0	-2	10472	4934
TSC22D1	0	-1	10473	3093
CLDN20	0	-1	10474	3093
HSPB7	0	0	10475	-56
PDE7B	0	-1	10476	3094
RBM22	0	0	10477	-55
PDZRN3	0	0	10478	-56
TMEM127	0	-1	10479	3092
RALGAPB	0	0	10480	-56
ZNFX1	0	0	10481	-56
CHST1	0	-2	10482	4936
MRPS7	0	-1	10483	3095
HEMK1	0	0	10484	-54
KLF8	0	-1	10485	3096
CRLF3	0	0	10486	-53
BIN2	0	0	10487	-55
ACTL6B	0	-1	10488	3098
CAMK1G	0	0	10489	-55
POP5	0	-1	10490	3099
POLR1D	0	-3	10491	6086
CDC14A	0	-1	10492	3100
GPR45	0	0	10493	-57
CPZ	0	0	10494	-57
MAN1B1	0	0	10495	-57
PEX3	0	0	10496	-57
PACSIN2	0	0	10497	-57
NDUFAF1	0	-2	10498	4948
BCAS1	0	-5	10499	7389
ZMYND10	0	-1	10500	3104
PHTF2	0	0	10501	-55
KLHL2	0	0	10502	-55
PRR4	0	0	10503	-56
PXMP4	0	0	10504	-58
MAPKAPK5	0	-2	10505	4953
XPOT	0	-1	10506	3108
AIG1	0	0	10507	-58
SIDT2	0	0	10508	-59
ATRAID	0	0	10509	-59
SNF8	0	-2	10510	4955
CRYL1	0	0	10511	-59
SLC44A2	0	0	10512	-59
NDUFA13	0	-1	10513	3112
PELI2	0	0	10514	-59
SCYL3	0	0	10515	-59
CHP1	0	0	10516	-59
KLF12	0	0	10517	-59
CHST15	0	-1	10518	3115
SYNRG	0	-1	10519	3115
YBX3	0	0	10520	-58
THAP4	0	0	10521	-58
NOL7	0	0	10522	-58
MRPS17	0	-2	10523	4966
DCTN3	0	0	10524	-61
CEP131	0	0	10525	-61
TMEM158	0	0	10526	-61
DSE	0	-1	10527	3121
DNAAF2	0	0	10528	-60
RTTN	0	-1	10529	3121
ELL2	0	0	10530	-59
SERTAD1	0	0	10531	-60
SCMH1	0	-3	10532	6123
KIN	0	0	10533	-59
CCT5	0	0	10534	-60
MYH15	0	0	10535	-60
ANAPC4	0	0	10536	-60
AKR7A3	0	-1	10537	3127
MYRIP	0	0	10538	-59
DIP2C	0	0	10539	-59
STK38L	0	0	10540	-59
FBXL15	0	0	10541	-59
GPR132	0	-5	10542	7429
RPA4	0	-2	10543	4984
RAB21	0	-1	10544	3133
RCHY1	0	0	10545	-56
CRELD2	0	-1	10546	3133
IFFO1	0	-1	10547	3133
NSL1	0	0	10548	-54
TMEM243	0	0	10549	-54
CNOT10	0	-1	10550	3135
IRX6	0	-2	10551	4990
RNF19A	0	0	10552	-53
TTPAL	0	0	10553	-54
INTS7	0	-1	10554	3137
PCNX1	0	0	10555	-55
LINC00312	0	0	10556	-57
NINL	0	-1	10557	3139
ZP1	0	-2	10558	4995
TIMM22	0	0	10559	-55
MSRB2	0	0	10560	-55
CEP152	0	-4	10561	6942
NDUFAF3	0	0	10562	-58
SNW1	0	0	10563	-59
PKN3	0	0	10564	-59
FAM98A	0	0	10565	-59
HMGXB3	0	0	10566	-59
NOL12	0	0	10567	-59
ZNF473	0	0	10568	-59
NELFB	0	0	10569	-59
HABP4	0	0	10570	-59
LILRP2	0	0	10571	-60
LIMCH1	0	0	10572	-60
ZNF576	0	0	10573	-60
ZNF343	0	0	10574	-60
NRBF2	0	-1	10575	3151
TNPO2	0	-1	10576	3151
DPP7	0	-2	10577	5005
PANK4	0	0	10578	-59
NOP53	0	-1	10579	3150
POLR1H	0	-2	10580	5007
SPANXA1	0	0	10581	-58
MDFIC	0	0	10582	-58
ST6GALNAC6	0	-2	10583	5009
TLX3	0	0	10584	-57
SLC39A3	0	-1	10585	3153
NUDT11	0	-1	10586	3153
SH3KBP1	0	-1	10587	3153
PRICKLE4	0	0	10588	-55
PNMA8A	0	-1	10589	3154
EFEMP2	0	-3	10590	6175
DNTTIP2	0	0	10591	-56
PNPO	0	0	10592	-56
NRBP1	0	-1	10593	3156
SLC39A2	0	0	10594	-55
KCNIP2	0	-2	10595	5019
ZNF532	0	-1	10596	3157
OBP2B	0	0	10597	-55
LGI2	0	0	10598	-57
BBS7	0	-1	10599	3157
IGLJ3	0	0	10600	-56
MRM3	0	0	10601	-57
MAP1S	0	-2	10602	5022
ARL8B	0	0	10603	-59
OBP2A	0	0	10604	-59
SELENBP1	0	-3	10605	6186
COG2	0	0	10606	-61
ZNF83	0	0	10607	-61
ZNF608	0	-1	10608	3165
EXOSC8	0	0	10609	-60
CHMP5	0	-1	10610	3166
RAB29	0	0	10611	-61
CWC15	0	-1	10612	3166
ECD	0	0	10613	-60
JKAMP	0	0	10614	-60
GTSE1	0	-1	10615	3168
FKBP9	0	0	10616	-61
HSPB3	0	0	10617	-61
SRGAP1	0	0	10618	-61
RTF2	0	-1	10619	3171
H2BC11	0	-2	10620	5032
H3C7	0	-1	10621	3172
TMEM138	0	0	10622	-62
RNF13	0	0	10623	-62
RTL8C	0	-1	10624	3174
H2AC11	0	-2	10625	5036
KIDINS220	0	-4	10626	7005
PLOD3	0	-1	10627	3176
TRMO	0	0	10628	-61
VTA1	0	0	10629	-61
SKAP2	0	-1	10630	3178
MTFP1	0	0	10631	-60
USP13	0	0	10632	-60
CASC3	0	-2	10633	5043
TMC6	0	-1	10634	3180
ANAPC11	0	0	10635	-58
OSER1	0	0	10636	-58
GSKIP	0	0	10637	-60
DTL	0	0	10638	-60
ZC3HC1	0	0	10639	-60
