# gene	views	view_delta	view_rank	view_rank_delta
STX1A	4	3	3544	-3614
ELOC	4	3	3545	-3614
SLC30A3	4	-2	3546	876
BTG2	4	0	3547	-16
SENP3	4	4	3548	-6542
CBLC	4	2	3549	-1877
CA14	4	-3	3550	1206
ZFP36	4	2	3551	-1879
CNOT7	4	4	3552	-6579
YWHAH	4	0	3553	-19
WNT11	4	3	3554	-3644
TFPI2	4	2	3555	-1883
NUP214	4	3	3556	-3669
SLC2A6	4	2	3557	-1894
SACS	4	3	3558	-3669
FOCAD	4	4	3559	-6643
RASSF1	4	2	3560	-1893
POLI	4	4	3561	-6657
WIF1	4	3	3562	-3674
IL1RAPL2	4	2	3563	-1893
MOCOS	4	2	3564	-1893
TNFRSF10C	4	-10	3565	2233
MICAL1	4	4	3566	-6685
IL1RL2	4	1	3567	-789
STAR	4	-8	3568	2034
UBA2	4	2	3569	-1915
CEP43	4	2	3570	-1915
WDR5	4	-2	3571	890
ADAMTS8	4	4	3572	-6737
BTN3A1	4	4	3573	-6737
TCF21	4	-7	3574	1897
PANX1	4	-2	3575	893
MLX	4	1	3576	-786
WRAP53	4	1	3577	-786
THOC2	4	3	3578	-3720
CHCHD2	4	1	3579	-790
SEPTIN9	4	-3	3580	1226
WNK4	4	0	3581	-21
SMARCAD1	4	2	3582	-1925
FGL2	4	1	3583	-793
HCST	4	4	3584	-6829
ALDH1L1	4	1	3585	-792
RALY	4	4	3586	-6845
SLC45A2	4	-8	3587	2051
CARD14	4	1	3588	-800
SLC25A37	4	-1	3589	485
MRPS22	4	4	3590	-6880
CHID1	4	3	3591	-3774
INVS	4	4	3592	-6906
SNX5	4	3	3593	-3777
MFN1	4	2	3594	-1937
RRM2B	4	2	3595	-1939
ALKBH1	4	4	3596	-6933
G0S2	4	1	3597	-804
PIK3R4	4	3	3598	-3788
ATXN2L	4	4	3599	-6983
MTHFD1L	4	1	3600	-812
CEP55	4	3	3601	-3818
KDM2A	4	0	3602	-16
DAAM1	4	-9	3603	2175
SOX8	4	2	3604	-1966
RIF1	4	4	3605	-7041
NADSYN1	4	3	3606	-3830
VPS13D	4	4	3607	-7044
TFEC	4	4	3608	-7062
CTRC	4	1	3609	-811
BTRC	4	-2	3610	915
LARS1	4	-9	3611	2182
TNFRSF12A	4	0	3612	-11
GALNT6	4	4	3613	-7108
EIF2S2	4	4	3614	-7172
NLGN1	4	1	3615	-830
TBC1D24	4	0	3616	-19
TTC7A	4	3	3617	-3917
SSH1	4	3	3618	-3935
FLVCR1	4	1	3619	-834
HINFP	4	4	3620	-7229
MYCBP	4	4	3621	-7233
NCEH1	4	0	3622	-17
UFM1	4	0	3623	-19
SULT1B1	4	3	3624	-3955
NDUFB11	4	1	3625	-836
ATF5	4	-1	3626	498
COPG1	4	4	3627	-7263
SAMD9	4	0	3628	-18
PABPC1	4	-4	3629	1487
CDK12	4	4	3630	-7284
STEAP1	4	1	3631	-838
HDAC11	4	1	3632	-839
SETD7	4	2	3633	-2029
CDON	4	-2	3634	926
WWOX	4	-1	3635	500
CDK5RAP1	4	3	3636	-4010
POLM	4	3	3637	-4011
EML4	4	-2	3638	929
NHEJ1	4	2	3639	-2028
GEMIN6	4	4	3640	-7379
POLL	4	3	3641	-4026
PGAP1	4	0	3642	-20
PANK2	4	3	3643	-4052
ANKRD17	4	4	3644	-7501
GGA1	4	4	3645	-7512
SYCP3	4	1	3646	-847
SYNJ2BP	4	2	3647	-2047
HPGDS	4	1	3648	-849
CYP26B1	4	2	3649	-2062
SUCNR1	4	1	3650	-853
DOCK8	4	-1	3651	511
KCNQ5	4	0	3652	-26
OR51E2	4	-3	3653	1274
PHF6	4	3	3654	-4127
UNC93B1	4	-2	3655	933
KIF18A	4	2	3656	-2082
CLEC1A	4	-2	3657	934
RNF213	4	1	3658	-863
FBXO11	4	-1	3659	513
CFHR5	4	3	3660	-4170
IPO11	4	3	3661	-4184
ELL3	4	3	3662	-4188
NRG4	4	-9	3663	2224
MESP2	4	0	3664	-26
CDH23	4	2	3665	-2101
LGR6	4	4	3666	-7785
SLC45A3	4	4	3667	-7802
ZFHX2	4	-4	3668	1519
RBM25	4	4	3669	-7826
CAND1	4	1	3670	-865
MS4A7	4	1	3671	-865
PTBP2	4	3	3672	-4223
ZNF469	4	3	3673	-4228
SLX4IP	4	1	3674	-864
ASH1L	4	1	3675	-865
DEFB103B	4	3	3676	-4246
FERMT3	4	0	3677	-23
SESN2	4	-1	3678	521
CENPT	4	4	3679	-7915
LMBRD1	4	4	3680	-7921
TDP1	4	2	3681	-2118
FOXJ2	4	4	3682	-7942
ULBP1	4	-2	3683	953
CLIC6	4	2	3684	-2122
MYH16	4	-4	3685	1534
SCIN	4	-1	3686	525
SPC24	4	4	3687	-7997
MSI2	4	2	3688	-2135
SIGLEC10	4	-1	3689	526
CGNL1	4	4	3690	-8020
HASPIN	4	3	3691	-4322
INF2	4	-7	3692	2005
THADA	4	1	3693	-869
HHIP	4	1	3694	-870
H2AC12	4	2	3695	-2143
SEC16B	4	2	3696	-2144
SLC15A4	4	4	3697	-8102
REV1	4	2	3698	-2144
FCN3	4	4	3699	-8117
KMO	4	-5	3700	1728
CCM2	4	3	3701	-4372
EPGN	4	0	3702	-13
OSR2	4	2	3703	-2149
SMYD3	4	-2	3704	971
MCM8	4	2	3705	-2163
MYOCD	4	3	3706	-4441
AMOT	4	-3	3707	1309
DNER	4	2	3708	-2174
MRGPRD	4	1	3709	-876
SOX17	4	-7	3710	2022
MUC20	4	4	3711	-8336
ALX4	4	3	3712	-4454
SLC16A9	4	0	3713	-10
BTBD9	4	3	3714	-4484
OMA1	4	1	3715	-880
TMC1	4	-5	3716	1741
NEGR1	4	1	3717	-881
MRGPRX4	4	1	3718	-881
SUMF1	4	3	3719	-4523
STRC	4	1	3720	-883
VGLL3	4	1	3721	-884
FOXI3	4	3	3722	-4549
ARHGEF25	4	3	3723	-4598
TUBB	4	2	3724	-2214
GPRC6A	4	-5	3725	1749
ADGRG3	4	3	3726	-4618
NKX2-3	4	4	3727	-8852
OR2M7	4	3	3728	-4649
NLRP11	4	1	3729	-896
LHFPL3	4	4	3730	-8916
NPAS4	4	-2	3731	980
ANO5	4	2	3732	-2236
POLN	4	1	3733	-893
GPR141	4	4	3734	-8947
GFY	4	-3	3735	1330
PLIN4	4	0	3736	-9
TARP	4	4	3737	-9056
RGS4	4	-4	3738	1574
GSK3A	4	3	3739	-4688
FANCC	4	2	3740	-2252
AD16	4	4	3741	-9122
SP8	4	3	3742	-4704
EPHA1	4	3	3743	-4711
CSNK2A1	4	1	3744	-893
SLC25A1	3	-5	3745	1764
COL5A2	3	2	3746	-2260
AMY2A	3	2	3747	-2260
COX10	3	3	3748	-4714
GRIA4	3	1	3749	-890
TIA1	3	-5	3750	1767
NUDT15	3	-9	3751	2304
NPW	3	1	3752	-889
CTDP1	3	2	3753	-2261
MMP10	3	-3	3754	1340
BLM	3	-3	3755	1340
CASP4	3	-4	3756	1582
CAV2	3	3	3757	-4720
TAC1	3	-22	3758	2989
BPI	3	-3	3759	1337
SAG	3	-1	3760	558
USH1C	3	-3	3761	1337
SYNPO	3	0	3762	1
COL6A3	3	0	3763	0
GM2A	3	1	3764	-891
COL21A1	3	1	3765	-892
EHHADH	3	-4	3766	1590
CXCR1	3	-4	3767	1590
POMT1	3	3	3768	-4727
PDE9A	3	-2	3769	994
PFKL	3	-5	3770	1778
GJB3	3	2	3771	-2275
PCSK1N	3	1	3772	-892
STOM	3	-5	3773	1779
BRD9	3	-4	3774	1595
HERC2	3	1	3775	-891
DIRAS3	3	-2	3776	997
STARD3	3	3	3777	-4730
SPG11	3	1	3778	-892
MAGEA3	3	-1	3779	574
TOX2	3	2	3780	-2273
FDPS	3	1	3781	-893
COL9A1	3	2	3782	-2279
COL12A1	3	1	3783	-893
TCIRG1	3	1	3784	-894
DLX5	3	-3	3785	1351
C7orf50	3	2	3786	-2280
ITGA2B	3	-5	3787	1789
F13A1	3	3	3788	-4758
PLA2R1	3	-1	3789	578
TMEM242	3	3	3790	-4762
PELP1	3	1	3791	-890
CPB2	3	-3	3792	1348
HAX1	3	2	3793	-2288
SPAST	3	-2	3794	997
POMT2	3	2	3795	-2290
FKTN	3	0	3796	9
CD1E	3	2	3797	-2296
LACRT	3	-2	3798	995
SLC19A2	3	0	3799	10
ST6GAL1	3	-1	3800	579
LTB4R	3	1	3801	-893
TRPC1	3	0	3802	10
COX2	3	0	3803	8
UTS2R	3	0	3804	8
CA11	3	3	3805	-4791
CASP10	3	-7	3806	2087
MLPH	3	-2	3807	995
CALM1	3	0	3808	8
GALM	3	-5	3809	1802
CD3G	3	0	3810	6
KRT15	3	-5	3811	1802
TLR6	3	1	3812	-895
ITPKB	3	2	3813	-2303
TRPM7	3	-3	3814	1357
KRT12	3	3	3815	-4797
TLR9	3	-11	3816	2532
ASXL3	3	1	3817	-894
COX5B	3	0	3818	5
CNGB1	3	1	3819	-900
CLCNKA	3	0	3820	3
ACY1	3	2	3821	-2315
ATP1A2	3	3	3822	-4822
ADH7	3	1	3823	-903
ADAMTS2	3	0	3824	-4
C6	3	-2	3825	995
ADH4	3	0	3826	-5
COX7C	3	0	3827	-7
GRB7	3	1	3828	-905
COX8A	3	-6	3829	1969
CRYZ	3	0	3830	-6
SLC31A1	3	-3	3831	1359
ACAT2	3	-1	3832	573
ADARB2	3	2	3833	-2323
ABL2	3	0	3834	-10
CDH2	3	2	3835	-2322
SEPTIN7	3	2	3836	-2322
CGB3	3	-1	3837	574
CDC25B	3	2	3838	-2325
ADCY2	3	-2	3839	1004
ASIC2	3	3	3840	-4835
CDKN2C	3	1	3841	-914
CDC27	3	0	3842	-9
ASIC1	3	1	3843	-914
ACO1	3	1	3844	-914
EIF4A2	3	2	3845	-2332
EIF4G2	3	-2	3846	1006
FOXC2	3	-4	3847	1626
KCNE1	3	-5	3848	1819
EIF2S3	3	3	3849	-4837
ARL2	3	2	3850	-2333
ARHGDIB	3	1	3851	-918
RHOH	3	2	3852	-2345
APEX1	3	0	3853	-17
GRK3	3	-1	3854	572
FGA	3	0	3855	-17
AMFR	3	1	3856	-919
GNB5	3	3	3857	-4857
ALDH1B1	3	2	3858	-2349
ALDH1A3	3	2	3859	-2349
SMAD7	3	-8	3860	2260
DAZ1	3	0	3861	-21
DGKG	3	2	3862	-2352
FXYD2	3	2	3863	-2357
DBN1	3	0	3864	-21
ATP1B3	3	-2	3865	1009
AZGP1	3	1	3866	-924
CYP2J2	3	-10	3867	2485
GAB1	3	1	3868	-924
GABRA6	3	2	3869	-2362
NIPSNAP2	3	3	3870	-4874
FUT7	3	0	3871	-29
DPAGT1	3	2	3872	-2364
BRDT	3	1	3873	-928
BST1	3	-1	3874	575
DOCK2	3	-1	3875	575
DLG2	3	-1	3876	574
ZFP36L1	3	1	3877	-929
DPYSL3	3	2	3878	-2364
DDX11	3	3	3879	-4872
BMX	3	3	3880	-4879
GRIN2D	3	2	3881	-2377
GSTM3	3	3	3882	-4887
EYCL1	3	-2	3883	1010
GRIN2C	3	3	3884	-4892
FABP1	3	-2	3885	1011
GSTP1	3	-15	3886	2863
APOC1	3	-9	3887	2402
GEM	3	2	3888	-2388
ELAVL4	3	2	3889	-2388
DVL2	3	2	3890	-2388
GCNT1	3	3	3891	-4895
MIR145	3	0	3892	-34
RCAN1	3	-9	3893	2407
EMP1	3	0	3894	-36
GGT1	3	1	3895	-931
MARK2	3	1	3896	-932
DUSP8	3	3	3897	-4901
BTG1	3	3	3898	-4901
DTX1	3	1	3899	-933
KLF5	3	-5	3900	1853
HAS3	3	2	3901	-2400
H1-1	3	2	3902	-2401
GH2	3	-11	3903	2602
GNAZ	3	2	3904	-2408
AMBP	3	-1	3905	582
GNAT2	3	3	3906	-4922
GNA12	3	1	3907	-938
GLE1	3	3	3908	-4925
GLDC	3	1	3909	-937
GNAI3	3	3	3910	-4925
GNB2	3	2	3911	-2407
GPR4	3	-3	3912	1407
AKAP13	3	-3	3913	1407
EPS15	3	3	3914	-4931
ERCC6	3	-3	3915	1408
EPHB3	3	0	3916	-42
FOXD1	3	2	3917	-2415
MCM7	3	-2	3918	1020
FLII	3	-2	3919	1020
FMO5	3	1	3920	-944
FOXJ1	3	-4	3921	1674
FLNB	3	-2	3922	1022
MDH1	3	1	3923	-944
ME1	3	-1	3924	588
PSMB10	3	1	3925	-948
HOXD10	3	1	3926	-948
PSMC1	3	2	3927	-2417
MAP2K3	3	1	3928	-947
KLK7	3	1	3929	-948
PSG6	3	3	3930	-4958
PSMB5	3	-2	3931	1029
PSMC5	3	2	3932	-2424
HOXB7	3	1	3933	-950
PSPH	3	-2	3934	1031
PSMC3	3	3	3935	-4956
PSMB1	3	2	3936	-2429
RAPSN	3	0	3937	-38
HYAL1	3	0	3938	-40
IGBP1	3	3	3939	-4966
IGHD	3	2	3940	-2433
PURB	3	-1	3941	595
PTPRJ	3	1	3942	-959
PVT1	3	-2	3943	1035
MAP3K11	3	1	3944	-959
MLF1	3	3	3945	-4977
MAP3K10	3	3	3946	-4982
MLLT1	3	3	3947	-4982
MAGEB2	3	2	3948	-2444
GPR15	3	0	3949	-40
GPX2	3	2	3950	-2446
PEX5	3	-1	3951	601
PRPF31	3	0	3952	-39
GRK5	3	-1	3953	601
CAPRIN1	3	3	3954	-4991
GPR39	3	1	3955	-966
SNX1	3	2	3956	-2462
MGAT2	3	-1	3957	602
MGST1	3	2	3958	-2462
GRK2	3	-6	3959	2071
IFI27	3	-3	3960	1436
MGAT1	3	-7	3961	2212
METTL1	3	1	3962	-966
HSF4	3	1	3963	-966
AZU1	3	-4	3964	1704
TRIO	3	0	3965	-36
ACTN2	3	1	3966	-966
SHB	3	3	3967	-5021
RPS6	3	-3	3968	1439
GSTA1	3	0	3969	-34
BDKRB1	3	-6	3970	2080
MNX1	3	-3	3971	1438
IGKC	3	0	3972	-34
UGT2B7	3	-7	3973	2223
ADORA3	3	-5	3974	1911
PMAIP1	3	-10	3975	2577
TERF2	3	0	3976	-34
TESK1	3	2	3977	-2459
TEP1	3	3	3978	-5024
IMPDH2	3	0	3979	-32
INPP1	3	1	3980	-960
IL12RB2	3	-2	3981	1053
TFCP2	3	1	3982	-961
ITIH2	3	1	3983	-962
IL10RB	3	3	3984	-5032
RBP1	3	0	3985	-33
RBM3	3	-3	3986	1447
TLE1	3	2	3987	-2460
RAD9A	3	-1	3988	617
PDHX	3	-2	3989	1055
GDF2	3	-1	3990	618
JAG2	3	3	3991	-5029
MOV10	3	-2	3992	1053
KDM5A	3	1	3993	-966
MAP4K2	3	-1	3994	618
ITPR1	3	-1	3995	617
PLAAT4	3	2	3996	-2457
JUND	3	-2	3997	1054
TK1	3	0	3998	-31
ERBIN	3	2	3999	-2468
RECQL	3	2	4000	-2470
ND4L	3	2	4001	-2481
GRK1	3	-2	4002	1051
RPL34	3	2	4003	-2486
NCF2	3	3	4004	-5055
RPS6KA3	3	0	4005	-41
GNRHR	3	-2	4006	1050
NAIP	3	-5	4007	1938
SNCG	3	-1	4008	617
NMBR	3	-1	4009	617
NUP62	3	2	4010	-2493
LRRTM1	3	-2	4011	1052
CTSH	3	-1	4012	617
LMX1A	3	0	4013	-44
QSOX1	3	-2	4014	1054
HNRNPU	3	1	4015	-982
LLGL1	3	1	4016	-983
CD164	3	-7	4017	2255
LRP4	3	-4	4018	1735
CSNK1A1	3	-1	4019	619
LRPAP1	3	0	4020	-39
ITIH4	3	2	4021	-2502
LBR	3	0	4022	-38
PTPN9	3	3	4023	-5067
LMO1	3	2	4024	-2502
NFS1	3	2	4025	-2506
FSTL3	3	2	4026	-2506
LTBP3	3	2	4027	-2506
NINJ1	3	3	4028	-5067
NME2	3	0	4029	-35
CDY1	3	2	4030	-2512
NET1	3	3	4031	-5074
STUB1	3	-2	4032	1066
KALRN	3	-1	4033	626
BAZ1B	3	-1	4034	626
CIDEB	3	0	4035	-39
HLA-F	3	-1	4036	622
HLX	3	2	4037	-2525
FUT1	3	-1	4038	622
HNRNPA1	3	0	4039	-40
CDX1	3	1	4040	-988
TPTE	3	3	4041	-5096
TRAF5	3	3	4042	-5096
TOP3A	3	1	4043	-991
NR6A1	3	1	4044	-992
STX11	3	1	4045	-996
MYF6	3	-2	4046	1070
CDK9	3	-1	4047	620
TGM1	3	-2	4048	1070
NR2E1	3	1	4049	-995
TSN	3	-2	4050	1071
LGALS8	3	-1	4051	618
KCNE2	3	3	4052	-5099
LAMA4	3	1	4053	-1001
LHX1	3	-2	4054	1074
LAMB2	3	0	4055	-35
LGALS7	3	-6	4056	2140
NEK2	3	-1	4057	622
LAD1	3	1	4058	-1003
MYO7A	3	-5	4059	1981
RPS18	3	3	4060	-5111
NOTCH4	3	-1	4061	621
RRAGB	3	1	4062	-1002
RPS19	3	0	4063	-37
RLBP1	3	-2	4064	1079
SEL1L	3	0	4065	-38
RMRP	3	2	4066	-2544
CUL9	3	2	4067	-2544
RNF2	3	0	4068	-36
TULP1	3	2	4069	-2555
GATD3	3	1	4070	-1020
TAF15	3	2	4071	-2564
SLC14A2	3	2	4072	-2565
MIA	3	-3	4073	1481
TUBA4A	3	3	4074	-5173
TST	3	0	4075	-40
SPINT1	3	3	4076	-5177
PFDN5	3	3	4077	-5182
RXRB	3	2	4078	-2571
DLC1	3	1	4079	-1024
RXRG	3	1	4080	-1024
MICU1	3	3	4081	-5191
PDZK1	3	3	4082	-5197
WARS2	3	0	4083	-43
SPAG6	3	3	4084	-5204
PIK3CG	3	-4	4085	1786
TNIK	3	1	4086	-1039
RBM39	3	2	4087	-2583
APOBEC3B	3	1	4088	-1039
BABAM2	3	-1	4089	629
KIF22	3	3	4090	-5216
KNG1	3	-7	4091	2312
ORC1	3	1	4092	-1041
ARHGEF1	3	3	4093	-5219
AIFM1	3	-6	4094	2169
SLC6A5	3	2	4095	-2589
OPHN1	3	-3	4096	1494
USP5	3	-2	4097	1097
AAAS	3	0	4098	-43
OMD	3	1	4099	-1048
PCSK7	3	2	4100	-2593
ORM1	3	-2	4101	1099
FXR1	3	-4	4102	1800
NTN1	3	-2	4103	1096
VAPB	3	1	4104	-1049
FCMR	3	0	4105	-46
ITM2B	3	1	4106	-1048
NUMBL	3	1	4107	-1053
CIR1	3	2	4108	-2614
SMC3	3	0	4109	-48
BCAR1	3	-2	4110	1100
KIF5B	3	2	4111	-2614
MACROH2A1	3	-1	4112	637
KCNK3	3	0	4113	-48
KCNJ15	3	3	4114	-5278
PGA5	3	3	4115	-5279
KCNN2	3	0	4116	-46
TP53I3	3	1	4117	-1056
NFKB2	3	-5	4118	2030
SCNN1A	3	-3	4119	1510
SMARCD1	3	1	4120	-1057
SCN7A	3	0	4121	-50
NFIX	3	-4	4122	1814
STK17A	3	3	4123	-5299
NAB2	3	1	4124	-1062
SEC13	3	3	4125	-5300
SLC22A2	3	-8	4126	2469
NCOA3	3	1	4127	-1060
SCN3A	3	-1	4128	641
MYCBP2	3	2	4129	-2630
IQSEC2	3	0	4130	-54
SATB1	3	-1	4131	642
GNA14	3	1	4132	-1064
NRAP	3	1	4133	-1070
ZNF142	3	3	4134	-5346
DOCK4	3	-4	4135	1824
NAA10	3	3	4136	-5369
UBE2D1	3	3	4137	-5379
UBE2I	3	0	4138	-56
UBA52	3	2	4139	-2675
DDX39A	3	2	4140	-2675
UBE2D2	3	3	4141	-5386
UBTF	3	-10	4142	2728
TUB	3	0	4143	-55
TUBB2A	3	-1	4144	648
ATP6AP2	3	1	4145	-1087
PLA2G5	3	2	4146	-2674
DENND4A	3	2	4147	-2679
ARFGEF1	3	3	4148	-5392
HEY2	3	0	4149	-51
ETHE1	3	2	4150	-2687
UVRAG	3	3	4151	-5397
PA2G4	3	1	4152	-1087
SF3B4	3	1	4153	-1094
PAX1	3	-3	4154	1522
PBX3	3	0	4155	-49
PLXNB1	3	3	4156	-5429
JMJD6	3	0	4157	-49
PAX4	3	2	4158	-2701
PCDH7	3	-3	4159	1524
GANAB	3	1	4160	-1097
RGS14	3	3	4161	-5429
PDE1A	3	3	4162	-5440
POLA1	3	0	4163	-48
XPO6	3	2	4164	-2711
VPS13A	3	1	4165	-1102
UBL3	3	3	4166	-5446
TBC1D1	3	-2	4167	1123
RBPMS	3	0	4168	-50
IRS2	3	-3	4169	1529
STX10	3	3	4170	-5469
HIST1H3B	3	2	4171	-2730
BICD2	3	3	4172	-5498
DDX3Y	3	3	4173	-5501
DBF4	3	3	4174	-5504
PNRC1	3	3	4175	-5507
NREP	3	3	4176	-5507
SOCS6	3	2	4177	-2735
TOMM40	3	0	4178	-49
PLPP1	3	2	4179	-2739
TACC3	3	-2	4180	1131
PRDX3	3	-2	4181	1131
AFG3L2	3	1	4182	-1111
MKNK1	3	3	4183	-5528
MADD	3	0	4184	-47
PIP4K2B	3	2	4185	-2743
SYNM	3	-2	4186	1134
SYNE1	3	2	4187	-2744
NCK2	3	1	4188	-1111
CAVIN2	3	1	4189	-1111
CIB1	3	-3	4190	1545
NCAPD3	3	3	4191	-5547
SYNCRIP	3	1	4192	-1110
VPS39	3	3	4193	-5554
SEMA3C	3	0	4194	-45
PLA2G6	3	-6	4195	2255
SLC6A1	3	-9	4196	2669
CLRN1	3	3	4197	-5564
SLC3A2	3	-4	4198	1875
USF1	3	-4	4199	1875
CDC45	3	1	4200	-1108
PTDSS1	3	1	4201	-1108
UQCRH	3	1	4202	-1109
STIL	3	-4	4203	1878
SIM2	3	0	4204	-44
SLC1A4	3	-1	4205	683
CDIPT	3	2	4206	-2765
KAT6B	3	0	4207	-47
POU3F2	3	-1	4208	684
PON3	3	2	4209	-2770
SUZ12	3	-4	4210	1883
ARHGAP45	3	2	4211	-2773
PIK3R5	3	2	4212	-2775
ZBTB40	3	3	4213	-5593
GPR52	3	-6	4214	2271
POU4F1	3	-3	4215	1561
IFITM3	3	-1	4216	689
VSNL1	3	0	4217	-44
ARIH2	3	2	4218	-2781
ADAMTS3	3	2	4219	-2783
TECR	3	2	4220	-2786
ANGPTL7	3	0	4221	-47
MAGED1	3	1	4222	-1105
FXR2	3	-1	4223	690
PPID	3	3	4224	-5617
RBCK1	3	3	4225	-5618
DHRS2	3	3	4226	-5621
DDX46	3	2	4227	-2795
LITAF	3	0	4228	-42
TRANK1	3	3	4229	-5622
TLK1	3	3	4230	-5625
TFPT	3	0	4231	-41
KLF1	3	-3	4232	1577
LBX1	3	2	4233	-2803
PPP1R3A	3	-2	4234	1170
PPP2R2C	3	2	4235	-2803
GNA13	3	-1	4236	699
UQCR10	3	2	4237	-2819
SLC15A2	3	1	4238	-1110
HNRNPR	3	2	4239	-2824
ELMO1	3	-1	4240	701
PLIN3	3	2	4241	-2825
NOMO1	3	3	4242	-5682
SLC6A8	3	2	4243	-2827
SLC7A1	3	2	4244	-2827
SPRY3	3	1	4245	-1115
MTCH1	3	3	4246	-5691
RAPGEF4	3	-5	4247	2138
CNMD	3	3	4248	-5699
PKIA	3	3	4249	-5701
SIX2	3	-2	4250	1180
PRKAR2B	3	3	4251	-5705
GIPC1	3	0	4252	-39
EED	3	-2	4253	1179
IL1RAPL1	3	-1	4254	703
SLC39A7	3	3	4255	-5733
WDR45	3	-2	4256	1181
DPP3	3	2	4257	-2859
DMC1	3	-1	4258	704
KCNK7	3	3	4259	-5744
GPC6	3	3	4260	-5744
SCO2	3	-5	4261	2148
UNC5C	3	1	4262	-1119
PDE8B	3	3	4263	-5752
RFXANK	3	1	4264	-1121
KCNQ1OT1	3	-5	4265	2151
ACOT2	3	0	4266	-37
TANK	3	-2	4267	1190
NPFF	3	0	4268	-36
SOCS1	3	-7	4269	2475
SLC9A3R1	3	-4	4270	1933
AKT3	3	1	4271	-1121
VAMP3	3	2	4272	-2872
SLIT2	3	0	4273	-36
SLC22A8	3	1	4274	-1120
SKAP1	3	0	4275	-35
STAT5B	3	-4	4276	1937
COTL1	3	1	4277	-1122
CILP	3	0	4278	-40
STK10	3	1	4279	-1124
SLC27A3	3	3	4280	-5784
STRN	3	1	4281	-1135
IRS4	3	3	4282	-5798
LILRA2	3	2	4283	-2885
ZYX	3	0	4284	-44
NUDT5	3	3	4285	-5804
STX12	3	2	4286	-2889
INPP4B	3	1	4287	-1134
BANF1	3	3	4288	-5806
PSIP1	3	2	4289	-2893
PLXNB2	3	-2	4290	1206
ZIC1	3	1	4291	-1138
YWHAE	3	-1	4292	724
SNX10	3	-1	4293	724
ZIC2	3	3	4294	-5840
PTGES3	3	0	4295	-35
NRG3	3	-1	4296	721
XRCC3	3	-4	4297	1951
EEF2K	3	-2	4298	1213
RRH	3	-4	4299	1952
PRKACB	3	-1	4300	723
WNT7A	3	-1	4301	723
ZNF10	3	1	4302	-1134
WNT9A	3	1	4303	-1134
POLD3	3	3	4304	-5856
ADAM9	3	0	4305	-33
PPIF	3	1	4306	-1133
PABPC4	3	0	4307	-33
TNFRSF6B	3	2	4308	-2911
HRK	3	1	4309	-1137
PREB	3	-1	4310	728
NAPA	3	-2	4311	1222
TUSC3	3	3	4312	-5877
NISCH	3	0	4313	-31
NDRG4	3	2	4314	-2919
ADAMTS6	3	-2	4315	1225
TTC19	3	3	4316	-5924
YTHDF1	3	3	4317	-5926
FBXO5	3	1	4318	-1140
NOL8	3	2	4319	-2934
TOB1	3	0	4320	-30
FBP2	3	0	4321	-32
CD2AP	3	-4	4322	1972
TRIM24	3	3	4323	-5938
SCEL	3	1	4324	-1142
SS18	3	2	4325	-2943
KERA	3	2	4326	-2944
TBX2	3	0	4327	-30
FBXO7	3	1	4328	-1149
RAD54B	3	1	4329	-1151
PARP2	3	0	4330	-29
TAF9	3	2	4331	-2953
TBX3	3	-2	4332	1236
CNTN2	3	-1	4333	737
C20orf27	3	3	4334	-5991
ELP3	3	2	4335	-2955
SURF1	3	1	4336	-1161
SUPT5H	3	3	4337	-6009
AGGF1	3	1	4338	-1160
PRDX5	3	-2	4339	1240
LMOD1	3	-1	4340	741
STX17	3	0	4341	-32
CFHR4	3	3	4342	-6056
TSPAN9	3	3	4343	-6066
WDR3	3	3	4344	-6068
HSPH1	3	2	4345	-2982
OTOR	3	0	4346	-33
CD300C	3	0	4347	-34
SDF4	3	1	4348	-1166
POU2F3	3	-2	4349	1246
ING4	3	-5	4350	2221
AHNAK	3	-4	4351	1995
OLFML3	3	3	4352	-6110
SLC17A6	3	-1	4353	746
BBX	3	1	4354	-1165
GADD45G	3	-4	4355	1998
MFF	3	-3	4356	1668
RAB10	3	3	4357	-6117
KCNK9	3	-1	4358	750
RGMA	3	-4	4359	2000
ADAMTS9	3	3	4360	-6120
MEPE	3	0	4361	-33
MIS12	3	3	4362	-6121
DKK2	3	0	4363	-35
NLRP2	3	0	4364	-36
VNN1	3	-1	4365	750
LDB1	3	1	4366	-1173
NAE1	3	3	4367	-6163
CDC16	3	-97	4368	4197
PACS1	3	-1	4369	753
FCF1	3	0	4370	-36
RHBG	3	3	4371	-6187
SEPSECS	3	2	4372	-3028
CD177	3	-2	4373	1262
API5	3	-2	4374	1262
POMP	3	2	4375	-3027
P2RX2	3	3	4376	-6214
WDFY3	3	1	4377	-1181
PADI1	3	3	4378	-6231
ABI3BP	3	3	4379	-6237
CLIC4	3	1	4380	-1185
TRIM32	3	1	4381	-1186
MAPRE3	3	2	4382	-3039
SPEN	3	2	4383	-3039
UBQLN1	3	-4	4384	2022
TMLHE	3	2	4385	-3042
NT5C	3	3	4386	-6264
PILRB	3	3	4387	-6266
KCNIP3	3	3	4388	-6266
RAX	3	-2	4389	1274
EHD2	3	1	4390	-1191
HDAC7	3	2	4391	-3054
COPE	3	3	4392	-6284
CDK5R2	3	3	4393	-6293
H1-10	3	2	4394	-3069
AKAP11	3	-2	4395	1278
HPS5	3	0	4396	-32
PDCD10	3	0	4397	-32
GOLT1B	3	2	4398	-3071
